,Dates,ABC US Equity,ANSS US Equity,AVB US Equity,AXP US Equity,BAC US Equity,BRKS US Equity,BXP US Equity,CACI US Equity,CARD LN Equity,CIT US Equity,CLF US Equity,COP US Equity,DNB US Equity,EBAY US Equity,EDMCQ US Equity,EIHIX US Equity,EMUSTRUU Index,GE US Equity,GPX US Equity,HAL US Equity,HRB US Equity,HRS US Equity,IR US Equity,JNJ US Equity,JPM US Equity,KO US Equity,LP06TREU Index,LUACTRUU Index,LUATTRUU Index,LUGCTRUU Index,MA US Equity,MANT US Equity,MCK US Equity,MORN US Equity,MSFT US Equity,NOG US Equity,PCAR US Equity,PDCO US Equity,REG US Equity,RTN US Equity,SYK US Equity,TCO US Equity,THO US Equity,UDR US Equity,VAR US Equity,WFC US Equity,WLL US Equity,SPY,mu,0.000565338,0.000758404,0.000213803,0.000461339,0.000779113,0.001173296,0.000181163,0.000926582,-0.000195692,0.000312854,0.000177703,0.000285115,0.000438847,0.000453241,0.007225417,-2.20102E-05,0.00011532,0.00013548,-0.000242946,0.00012948,0.00034925,0.000365687,0.000853818,0.000690957,0.000445374,0.000721759,0.00019019,0.000116429,0.000104546,3.92066E-05,6.47222E-05,0.001070524,0.0007049,0.000343065,0.00060931,0.001053321,-4.73833E-05,0.000326228,-0.000138884,0.000247614,0.000925982,0.000855781,-0.000102981,0.000826386,0.000368353,0.000511113,0.000419082,5.66705E-05,0.000495618
541,6/2/2016,0.019037546,0.006563313,0.000736878,0.007586102,0.00538358,0.035523979,0.00118008,0.004091408,-0.002497225,0.002642396,-0.002283105,0.007262823,0.002603345,0.007478189,-0.0125,0.002293578,0.002058557,-0.001992693,0.003364172,-0.000474496,0.006487488,0.002639517,0.001052632,0.015162263,0.001826762,0.000447427,0.001568758,0.002403624,0.00210801,0.002192125,0.004875013,-0.001117006,0.016124669,0.002020202,-0.007000946,-0.015384615,0.010418538,0.008592471,0.006235386,0.007010058,0.008955759,0.009088286,0.000618525,0.003140166,0.011855386,0.002156863,0.0111023,0.003043706,,76.54,88.2,173.41,65.49,14.42,11.525,127.78,99.35,363.5,33.66,4.65,44.18,126.63,23.98,0.03788,4.37,987.28,27.52,29.94,23.84,42.85,21.66,79.99,65.8,114.76,64.64,45.04,231.83,2727.6,2209.58,2294.92,96.03,35.79,186.46,83.6,51.79,4.43,54.9,49.1,78.22,133.86,113.56,70.4,64.45,34.2,73.8187,50.19,50.44,210.28
542,6/1/2016,0.008802347,-0.008193042,-0.019235046,0.002281022,0.004732928,0.025500911,0.011780626,-0.005557209,-0.028833199,-0.005837712,0.023364486,0.006165791,-0.001103231,-0.015944399,-0.047619048,-0.00228833,0.000479201,-0.003969567,-0.009166667,-0.000711238,0.010299625,0.010029199,-0.004640024,0.000798651,0.006434809,0.002242152,-0.000854366,-0.000746415,-0.000551793,-0.000579545,0.00531804,-0.003339827,0.009118707,-0.003316357,-0.002830189,0.043577982,-0.001434978,0.001434132,0.004960836,0.012107658,0.004498021,0.010937728,-0.005076923,-0.027754649,-0.001569961,0.005520505,0.021052632,0.00204918,,77.08,88.95,176.55,66.41,14.94,11.66,127.26,100.62,359.5,34.15,4.37,44.38,127.09,24.25,0.0395,4.37,983.29,27.52,30.05,23.86,42.13,21.72,79.77,66.57,114.49,65.81,44.72,231.5647,2710.75,2196.26,2281.32,96.88,35.77,187.79,84.32,52.48,4.48,56.25,49.3,77.46,132.16,112.66,69.95,64.71,35.14,74.0666,51.11,51,210.91
543,5/31/2016,0.012832635,0.000449135,-0.001498751,0.003663004,-0.006048387,-0.005434783,0.001754246,0.019320251,0.008423913,0.009428403,0.394136808,-0.012181367,0.003955696,0.00410509,-0.064171123,0,-1.01957E-05,0.003652058,0.035822184,-0.009394082,0.018597997,-0.008309203,0.004963899,-0.003272599,-0.002445361,-0.004019652,-0.000505795,0.000743272,0.000474494,0.000549113,-0.013171434,0.003351019,0.010594857,0.003327392,0.012996942,-0.026785714,0.002157109,-0.002044572,-0.007772021,-0.004223622,-0.005457636,-0.00478955,0.000461752,-0.003595133,0.009018891,-0.002556539,0.027454243,-0.001902588,,75.64,88.37,176.42,65.91,14.86,11.26,127.11,100.21,360.4,34.06,4.38,44.06,126.76,24.07,0.04,4.36,981.27,27.52,30.11,23.78,42.15,21.58,79.56,66.5,112.78,65.69,44.7,231.202,2704.25,2191.64,2276.33,96.41,35.81,184.81,84.15,52.85,4.55,55.67,48.88,76.98,131.24,111.66,69.32,64.67,35.03,73.1988,51,50.44,210.27
544,5/30/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,74.98,89.1,179.88,65.76,14.79,10.98,125.63,100.77,371.1,34.26,4.28,43.79,126.9,24.46,0.042,4.37,980.8,27.52,30.23,24,42.18,21.36,78.77,66.81,112.69,65.27,44.6,231.3997,2706.27,2192.85,2277.65,95.9,35.93,183.14,84.43,53,4.36,55.75,48.81,76.6,129.67,111.16,68.57,65,36.03,73.3139,50.72,49.4,209.84
545,5/27/2016,0.004613923,0.008835523,0.001167056,0.004445807,0.012244898,0.016574586,0.004887821,0.021386507,0.005464481,0.010720667,-0.075301205,-0.008942544,0.01087652,0.009950249,0.122,0,0.000122363,0.003331113,0.006953498,-0.001407129,0.012554322,-0.004137412,0.003017502,0.001417183,0.006151007,0.002013873,-0.00017188,-0.000580229,-0.000765903,-0.000676049,0.008300477,0.011296244,0.009188617,0.00694029,0.00828676,-0.01754386,0.002884442,0.014940859,0.004162331,0.001461201,0.001702814,0.000435603,0.008381189,0.006681514,0.001831073,0.005934718,-0.036086608,0.004299226,,74.03,89.06,180.15,65.52,14.88,11.04,125.41,98.86,368,33.94,3.07,44.33,126.4,24.36,0.04488,4.37,980.81,27.52,30.12,23.17,42.58,20.97,79.43,66.48,113.06,65.43,44.78,231.5168,2704.26,2191.81,2276.4,97.18,35.81,181.22,84.15,52.32,4.48,55.63,48.91,77.2,130.22,111.77,68.9,64.97,36.16,72.6586,50.85,48.08,210.24
546,5/26/2016,-0.004727175,0.003409866,-0.004811681,-0.001224927,-0.014745308,0.017806935,-0.003672361,-0.006058739,-0.010810811,-0.009439528,0.006060606,-0.003786192,-0.006830818,0.003536509,-0.130434783,0,0.001122919,-0.002326354,0.046860783,0.004475854,0.008767657,0.005040323,-0.000150852,-0.003970004,-0.007478632,0.006985128,-0.000273724,0.004294315,0.002949192,0.003356355,-0.000725765,0.005109282,-0.018314017,-0.005710886,-0.004412893,-0.021459227,0,0.058655536,0.007205555,0.001926337,-0.002592295,-0.001305104,0.002333541,-0.007186291,-0.00847351,0.000990099,-0.016561514,0.000286697,,74.03,89.06,180.15,65.52,14.88,11.04,125.41,98.86,368,33.94,3.07,44.33,126.4,24.36,0.04488,4.37,980.81,27.52,30.12,23.17,42.58,20.97,79.43,66.48,113.06,65.43,44.78,231.5168,2704.26,2191.81,2276.4,97.18,35.81,181.22,84.15,52.32,4.48,55.63,48.91,77.2,130.22,111.77,68.9,64.97,36.16,72.6586,50.85,48.08,210.24
547,5/25/2016,-0.004035513,-0.00733386,0.003998001,0.006782796,0.016348774,0.014258555,-0.004767202,0.006095671,-0.002695418,0.018323821,0.092715232,0.033133916,0.023910215,-0.000623701,-0.013510615,0.002293578,0.00111395,0.008040201,0.002737226,0.024867214,0.007360157,0.004811345,0.011289092,0.005856775,0.015184382,0.000225378,0.004304347,0.000352726,-0.00089995,-0.000286221,-0.000310945,0.008011445,0.000820704,0.002983294,0.010273309,0.010845987,0.023998523,-0.01000435,-0.007283132,-0.002076125,0.001790991,0.006274624,0.004531958,0.004720911,-0.009236396,0.026422764,0.142342342,0.006783086,,73.69,88.28,179.94,65.23,14.7,10.86,124.8,96.79,366,33.58,3.32,44.73,125.04,24.12,0.04,4.37,980.69,27.52,30.02,23.01,42.64,20.71,79.76,66.28,112.9,65.03,44.69,231.5566,2705.83,2193.49,2277.94,96.38,35.41,179.57,83.57,51.89,4.56,55.47,48.19,76.88,130.03,111.58,68.87,64.43,35.92,72.5258,50.55,49.88,209.34
548,5/24/2016,0.005409792,0.021318276,-0.00066589,0.020128951,0.014512785,0.037475345,0.011411122,0.040305245,-0.026246719,0.023992618,-0.00330033,-0.002982335,0.021008054,0.02514919,-0.0674,0.002298851,0.000337365,0.012207528,0.000913242,-0.000964785,0.016458853,0.008298225,0.01502013,0.004725392,0.017018594,0.009097112,0.003353833,-0.000679,-0.000753198,-0.000695254,0.014724443,0.027941176,0.023061853,0.019340713,0.031181291,0.004357298,0.018424516,0.020870337,0.012376564,0.009313155,0.01269611,0.003661394,0.011859583,0.01066517,0.003611929,0.01026694,-0.026315789,0.012962331,,74.04,87.98,180.81,65.31,14.92,10.67,125.26,97.38,370,33.9,3.3,44.9,125.9,24.035,0.046,4.37,979.59,27.52,30.09,21.98,42.45,20.53,79.36,66.29,113.35,65.52,44.38,231.62,2694.26,2187.04,2270.32,96.45,35.23,182.92,84.05,52.12,4.66,55.47,45.52,76.33,129.78,111.87,68.96,64.28,36.18,73.1456,50.5,50.72,209.28
549,5/23/2016,-0.011761561,0.006144928,-0.001274662,-0.005162703,-0.003443526,0.010967099,0.000401962,-0.001395299,0.017628205,0.000615574,0.037671233,0.000229463,0.001580173,-0.008033827,-0.109210761,0.002304147,-0.000306601,-0.002368065,-0.004092769,0.013444146,-0.025279533,-0.00520701,0.005919003,-0.004261364,-0.000787278,0.000455063,-0.000420955,0.000386029,0.00017806,0.000242077,-0.004085053,-0.005847953,-0.019968183,-0.002789908,-0.011655472,0.006578947,-0.00374602,-0.016379122,-0.003019165,-0.003788465,0.000181406,-0.012152778,-0.002995428,0.003096847,-0.008238858,-0.001025641,0.012433393,-0.001362597,,74.34,88.63,180.09,64.87,14.68,10.52,125.86,96.79,371,33.29,3.02,43.46,122.96,24.05,0.04663,4.36,978.5,27.52,29.85,21.92,41.42,20.38,78.98,65.55,112.69,64.54,44.37,230.6273,2693.31,2189.01,2270.97,96.48,34.95,182.77,83.8,51.59,4.61,54.17,45.98,76.89,130.05,111.67,68.53,63.99,36.01,73.8275,49.2,44.4,207.87
550,5/20/2016,-0.003064624,0.014586519,0.006301935,0.018807778,-0.000688231,0.045881126,0.005496726,0.013488524,0.004022526,0.009633313,0,0.005073801,0.006445133,0.009820666,0.020545455,0.002309469,0.000736385,0.006811989,0.006868132,0.01918286,0.020337302,0.01586892,0.002968286,-0.001860877,0.001893043,-0.008348375,-0.001642415,-0.000671387,-0.000104999,-0.000312402,0.00813094,0.014836795,0.007349691,0.008810573,0.005961844,0.0155902,0.000937383,0.016877637,0.010746982,0.000851196,0.006941273,0.008168028,0.011481422,0.006232295,0.010251947,0.007647788,0.004460303,0.006317336,,73.94,86.78,180.21,63.59,14.47,10.14,124.44,93.04,381,32.51,3.03,43.59,120.43,23.46,0.05,4.35,978.17,27.52,29.49,21.9,41.46,20.05,78.33,64.58,112.16,63.46,43.97,229.8564,2695.14,2190.66,2272.55,95.08,34,178.65,82.21,50.03,4.59,53.19,45.04,75.95,128.85,110.27,68.28,63.24,35.63,73.5618,48.7,45.6,205.21
