,Dates,ABC US Equity,ANSS US Equity,AVB US Equity,AXP US Equity,BAC US Equity,BRKS US Equity,BXP US Equity,CACI US Equity,CARD LN Equity,CIT US Equity,CLF US Equity,COP US Equity,DNB US Equity,EBAY US Equity,EDMCQ US Equity,EIHIX US Equity,EMUSTRUU Index,GE US Equity,GPX US Equity,HAL US Equity,HRB US Equity,HRS US Equity,IR US Equity,JNJ US Equity,JPM US Equity,KO US Equity,LP06TREU Index,LUACTRUU Index,LUATTRUU Index,LUGCTRUU Index,MA US Equity,MANT US Equity,MCK US Equity,MORN US Equity,MSFT US Equity,NOG US Equity,PCAR US Equity,PDCO US Equity,REG US Equity,RTN US Equity,SYK US Equity,TCO US Equity,THO US Equity,UDR US Equity,VAR US Equity,WFC US Equity,WLL US Equity,SPY,mu,0.000565338,0.000758404,0.000213803,0.000461339,0.000779113,0.001173296,0.000181163,0.000926582,-0.000195692,0.000312854,0.000177703,0.000285115,0.000438847,0.000453241,0.007225417,-2.20102E-05,0.00011532,0.00013548,-0.000242946,0.00012948,0.00034925,0.000365687,0.000853818,0.000690957,0.000445374,0.000721759,0.00019019,0.000116429,0.000104546,3.92066E-05,6.47222E-05,0.001070524,0.0007049,0.000343065,0.00060931,0.001053321,-4.73833E-05,0.000326228,-0.000138884,0.000247614,0.000925982,0.000855781,-0.000102981,0.000826386,0.000368353,0.000511113,0.000419082,5.66705E-05,0.000495618
311,4/20/2017,0.006353085,0.002133977,-0.005265117,0.059166115,0.014511873,0.026857654,-0.000297,0.018213356,-0.006683641,0.018393481,0.082582583,-0.001041667,-0.006357689,-0.039137498,-0.165137615,0,-0.000492434,0.009,0.013861386,0.005481763,-0.023947151,0.004843721,0.010995724,0.004119634,0.012905517,-0.003238492,-0.001303957,-0.002684549,-0.001983474,-0.002219698,0.020482679,0.009431266,0.011536483,0.010133402,0.007072571,0,0.020446097,0.010269283,-0.000730034,0.007326007,0.007130936,0.002406739,0.01328065,-0.007119387,0.007557812,0.025886865,-0.009803922,0.008139136,,81.26,108,186.72,79.59,22.71,23.07,134.35,116,310,43.6,7.11,47.74,107.62,32.18,0.00813,4.54,1056.59,27.52,29.55,25.75,47.06,23.08,110.27,83.03,121.76,84.52,43.07,230.5749,2792.21,2184.5,2302.75,114.27,35.19,135.92,78.66,66.4,2.25,65.76,43.52,67.47,154.04,132.94,66.28,91.8,36.21,89,53,32.28,234.59
312,4/19/2017,-0.008599806,0.005691891,-0.003233673,-0.003166645,0.001321004,0.024300779,-0.007809047,0.007867133,0.039364869,0.004208557,-0.029154519,-0.014171288,0.000922254,-0.004850088,0.082781457,0.002207506,0.000113651,0.00536193,-0.009803922,-0.022666392,0.017219656,-0.001277839,-0.000976443,-0.003693975,-0.008219822,-0.00574977,-0.000783925,-0.001192504,-0.001154929,-0.001099967,-0.002044081,0.00893887,-0.010973837,-0.001664746,-0.0053525,0,0.005607477,0.002745995,0.002635046,6.54151E-05,0.006951341,0.000300933,0.003856324,-0.006258503,0.002714625,-0.005719733,-0.067428571,-0.001838628,,82.37,108.01,187.04,80.02,23.07,22.94,134.64,117.4,312.1,43.74,7.21,47.95,107.84,32.53,0.00819,4.54,1055.46,27.52,30.27,25.6,47.69,23.64,109.95,82.75,121.87,85.55,43.09,230.5348,2789.98,2183.74,2301.5,114.59,35.32,137.66,78.75,65.5,2.35,65.88,44.27,68.44,154,132.76,66.64,92.32,36.26,89.32,53.5,32.32,235.34
313,4/18/2017,-0.047091413,0.007236842,-0.000900376,-0.011477762,-0.004384042,0.00599631,-0.008256009,0.000874891,0.004986702,-0.014516129,0.001459854,-0.005311542,0.009684328,-0.012195122,-0.026852846,0,0.00179322,0.006747638,0.003937008,-0.006347256,0.00591466,-0.005897831,-0.003769455,-0.031021317,-0.008152807,0.009519387,0.003065857,0.004346096,0.004088574,0.004034993,-0.001331322,-0.005733945,-0.045902094,0.007352941,-0.001374465,-0.020833333,-0.017447199,-0.004102097,0.007076515,-0.002414513,-0.00045812,0.004534462,0.001987194,0.002454992,-0.009522743,-0.005121396,0.008064516,-0.002984184,,81.85,107.78,188.03,75.55,22.74,22.34,134.68,115.3,314.2,42.95,6.66,48,108.53,33.855,0.00981,4.54,1055.98,27.52,30,25.25,47.43,24.22,109.42,81.85,121.37,84.46,43.23,230.8358,2797.49,2188.08,2306.62,112.29,34.99,136.09,77.96,65.04,2.35,64.56,43.82,68.49,152.88,131.82,66.48,91.11,36.52,88.65,52.15,32.64,233.44
314,4/17/2017,-0.000346141,0.009775078,0.012494637,0.011477573,0.021038496,0.018318459,0.009961629,0.017356475,0,0.01259916,-0.037921348,0.00678733,0.022664508,0.003204195,-0.013771186,0,0.000275226,0.00270636,0.024193548,0.009508061,0.007234043,0.001726959,0.004642072,0.005840467,0.017298578,0.006543585,0,-0.001167634,-0.001002802,-0.000990374,0.013037224,0.014248328,0.007122905,0.014659686,0.008160123,0.043478261,0.01098561,0.007577497,0.007725449,0.009818781,0.00800431,0.004707669,0.013085785,0.017485429,0.004501463,0.026679649,0.014018692,0.008859834,,82.56,107.17,188.64,75.79,22.71,21.81,135.74,114.4,302.3,42.77,6.86,48.69,108.43,34.02,0.00906,4.53,1055.86,27.52,29.84,25.5,48.53,23.81,109.56,81.93,121.82,85.16,43.48,231.0169,2800.83,2190.61,2309.16,112.52,34.68,137.6,78.09,65.39,2.35,64.2,43.7,68.31,152.87,130.91,66.46,90.76,36.75,88.41,52.45,35,233.87
315,4/14/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,86.64,106.4,188.81,76.67,22.81,21.68,136.87,114.3,300.8,43.4,6.85,48.95,107.39,34.44,0.00931,4.53,1053.97,27.52,29.64,25.4,48.84,23.67,110.21,82.24,125.72,85.86,43.07,230.3108,2788.71,2181.69,2299.88,112.67,34.88,144.22,77.52,65.48,2.4,65.34,43.88,67.83,153.24,130.97,66.16,90.58,36.66,89.26,52.72,34.72,234.57
316,4/13/2017,-0.001727713,-0.001799924,-0.005068559,-0.011476265,-0.013686534,-0.019345924,-0.007833663,-0.016630197,0.001998668,-0.012669892,-0.033921303,-0.016585761,-0.00256459,0.001750802,0,-0.002202643,0.001987467,-0.007054081,-0.013916501,-0.019258058,-0.005501481,-0.002448091,-0.005225422,-0.003269537,-0.011709602,-0.003493246,0.000733895,0.003421445,0.003353885,0.003285947,-0.002242756,0.005555556,-0.00479533,-0.018625562,-0.004292503,-0.041666667,-0.015536938,-0.007972665,-0.000593912,0.002642881,-0.003680699,0.000455789,-0.000447177,-0.004696133,-0.006484794,-0.033320783,-0.041433371,-0.006494894,,86.67,105.37,186.48,75.8,22.34,21.29,135.52,112.35,300.8,42.86,7.12,48.62,105.01,34.33,0.00944,4.53,1053.68,27.52,29.56,24.8,48.38,23.5,110.02,81.86,124.99,84.4,42.79,230.3108,2791.97,2183.88,2302.16,111.22,34.39,143.2,76.4,64.95,2.3,64.63,43.55,67.31,151.75,129.93,65.85,89.41,36.03,88.86,51.35,34.24,232.51
317,4/12/2017,-0.011949471,-0.003586936,0.000961282,-0.007507119,-0.011780105,-0.003671409,-0.001754001,-0.01847079,0.014189189,-0.007544582,-0.076441103,-0.014157527,-0.012845757,0.008237717,0.18,0,0.000209251,-0.008988016,-0.01372549,-0.013597281,0.000847099,0.003183555,-0.016258219,0.009499275,-0.003849294,0.006563526,0.000356429,8.62624E-05,0.000133254,0.000135117,-0.005708679,-0.027027027,-0.010249003,-0.006635192,-0.00381796,-0.020408163,-0.027839479,-0.009029345,0.002083023,-0.004734662,-0.00137836,0.000760225,-0.02708288,-0.008762322,-0.006663705,-0.019202363,-0.069791667,-0.00438186,,86.67,105.37,186.48,75.8,22.34,21.29,135.52,112.35,300.8,42.86,7.12,48.62,105.01,34.33,0.00944,4.53,1053.68,27.52,29.56,24.8,48.38,23.5,110.02,81.86,124.99,84.4,42.79,230.3108,2791.97,2183.88,2302.16,111.22,34.39,143.2,76.4,64.95,2.3,64.63,43.55,67.31,151.75,129.93,65.85,89.41,36.03,88.86,51.35,34.24,232.51
318,4/11/2017,-0.006445047,0.000755715,0.002570006,-0.002968125,-0.004344049,-0.003202196,0.008698857,0.003880983,-0.012345679,0.000915332,0.012690355,0,0.000469043,-0.002055197,-0.058823529,0,0.001247548,0.000999667,0.015936255,0.00080048,0.002547771,-0.001090314,0.004804805,-0.000965096,-0.001746623,-0.000702741,0.000992465,0.004179555,0.003666399,0.00374055,-0.001869658,0.014722864,-0.000756066,0.006420958,-0.000763009,0,-0.001773836,-0.003150315,0.007797271,0.005554453,-0.00107091,0.005042787,0.006238371,0.00440044,-0.004312728,-0.006967363,-0.003115265,-0.001189768,,86.82,105.56,187.43,76.68,22.65,21.71,136.59,114.25,300.2,43.41,7.37,49.44,105.28,34.27,0.00944,4.54,1051.59,27.52,29.77,25.15,49.33,23.63,110.29,82.29,125.4,85.4,42.94,230.1419,2782.45,2176.58,2294.62,111.47,34.2,143.89,77.85,65.23,2.4,65.65,43.9,67.35,151.35,130.41,65.82,89.45,36.2,89.44,53.12,35.72,234.03
319,4/10/2017,0.009358594,0.00255706,0.010824268,-0.00360036,-0.006044905,-0.007266122,0.007202257,0.00957771,0.024615385,0.006216901,-0.028360049,0.012313282,0.002822201,0.004423474,-0.07508161,0,0.000533587,0.000666889,0.032921811,0.005837359,0.006410256,-0.000998457,0.007625272,-0.004642972,-0.003481086,0.001877494,0.000312065,0.001431324,0.000872395,0.001059851,0.000712758,0.006976744,0.010979084,0.002704095,-0.0022838,-0.02,0.00729601,-0.00157268,0.009383987,-0.011310146,-0.000840721,0.006614367,-0.004575662,0.005809129,-0.003855475,-0.00547046,0.055921053,0.000595238,,87.87,105.94,187.25,77.26,22.92,21.79,136.83,116.4,296,43.74,7.98,50.15,106.65,33.99,0.008,4.54,1051.37,27.52,30.04,25.5,50.01,23.61,109.94,83.65,124.22,85.73,42.66,230.0599,2782.21,2176.29,2294.31,112.11,35.15,145.38,78.37,65.48,2.45,67.53,44.3,67.21,152.07,130.59,65.77,91.94,36.52,90.04,54.16,38.4,235.06
320,4/7/2017,-0.000228206,-0.005181835,-0.005704138,-0.001925051,-0.004299226,0.015214385,0.000891795,0.008783487,0.000684229,-0.00617849,-0.040236686,-0.005420598,-0.005147403,-0.007318501,0.176696543,0,-0.00047619,0.002004678,0.034042553,-0.009371884,-0.007633588,0.006210613,-0.000604814,-0.001039584,-0.00346901,-0.00140614,0.000813683,-0.001386026,-0.001668149,-0.001534862,-0.00168994,0.0076157,-0.006420878,0.010014306,-0.000760688,-0.019607843,0,-0.003804834,0.000605785,0.014660033,0,0.003395586,0.001309043,0.003052164,-0.006239737,-0.00957197,-0.026680896,-0.001019368,,88.44,105.86,186.77,77.49,23.02,21.86,135.65,115.95,299.7,43.7,7.88,50.15,106.6,34.06,0.0085,4.54,1050.06,27.52,30.01,25.1,49.97,23.55,110.06,83.25,124.34,85.88,42.69,229.8318,2770.63,2168.34,2285.76,112.32,34.64,145.49,77.87,65.53,2.45,67.65,44.44,66.69,151.23,130.73,65.44,91.37,36.36,90.43,54.54,38.52,235.34
321,4/6/2017,0.00527644,0.009223162,0.002535606,0.002057613,0.003884333,0.026017029,0.00290676,0.006186478,0.005849966,0.011339968,0.031746032,0.014253716,0.00056185,0.010351967,0,0,0.000934205,-0.001334668,-0.006342495,0.006018054,0.02745098,0.004034846,0.009771589,0.002003205,0.003364659,0.002349072,0.000508593,0.000773018,0.000724003,0.000691384,0.003212278,0.013357079,0.000621762,0.012643224,0.002593045,-0.037735849,0.006142322,0.010402533,-0.001512173,0.005335112,-0.002591859,0.002475631,0.009692697,-0.002767017,0.003515325,0.007093489,0.022925764,0.002811142,,87.62,105.59,184.77,77.77,23.16,22.02,134.68,114.85,292.5,43.43,8.11,49.54,106.3,33.91,0.00919,4.54,1049.5,27.52,29.99,24.3,49.68,23.4,110.17,82.62,124.92,86.18,42.61,229.7601,2766.67,2166.45,2283.34,112.24,34.4,143.91,77.66,65.68,2.5,67.16,44.51,66.07,152.96,130.84,65.01,91.79,36.15,90.78,54.84,36.48,235.2
322,4/5/2017,0.002875877,-0.003788955,0.006297503,-0.00638896,-0.011518771,-0.030719853,0.002390736,-0.001764446,0.012543554,-0.018400727,-0.048780488,-0.012467324,0.007547882,-0.009666081,0,0.002207506,0.000915978,-0.001665556,-0.032719836,0.00605449,-0.014175258,-0.009626737,0.004786451,0.000962464,-0.012827855,-0.00257732,-0.000215245,0.000111992,-0.000193645,-3.50056E-05,-0.000178428,-0.002959455,-0.006997325,-0.004588359,-0.002586338,0.019230769,0.001951366,-0.016459075,-0.00331575,-0.009577279,-0.001750247,-0.01912278,-0.018061865,-0.001381597,-0.002301622,-0.003985507,-0.052740434,-0.002972652,,87.64,106.14,185.83,77.92,23.26,21.69,134.56,113.85,292.3,43.7,8.45,49.81,106.85,34.16,0.00781,4.54,1050,27.52,29.93,23.5,50.15,23.58,109.49,82.67,125.05,86.48,42.67,229.5733,2770.51,2170.07,2286.85,112.43,34.14,144.84,76.89,65.73,2.55,67.16,44.68,66.03,150.75,130.84,64.79,91.67,36.04,91.35,55.37,37.48,235.44
323,4/4/2017,-0.004580327,-0.011424291,0.003650629,-0.004199008,-0.006358627,-0.006378132,0.006239663,0,-0.005199307,0.036740462,0.038600724,0.005662285,-0.017792605,0.011255924,0.095371669,0,0.000267232,0.004685408,-0.022,0.005478896,0.004314064,-0.001450984,0.003201182,-8.01989E-05,-0.002399452,0.006366423,0.000732543,-0.000357523,-0.000212042,-0.0002581,-0.001336422,-0.00763583,-0.00273654,-0.011020355,0.002745995,0,-0.003291442,-0.004428698,-0.001504891,-0.002437899,-0.003941484,-0.000606704,-0.021483755,0.003883495,-0.002732539,-0.005226167,0.035331906,0.000637403,,87.18,105.17,185.36,77.76,23.17,21.14,134.17,113.15,290.6,43.21,8.19,49.11,106.79,33.81,0.00781,4.54,1049.02,27.52,29.97,23.65,49.85,22.95,109.05,81.87,124.8,86.19,42.57,229.4566,2768.37,2168.5,2285.27,112.07,33.69,144.75,75.93,65.56,2.65,66.75,44.22,66.13,149.95,131.18,64.63,90.79,36.14,91.03,54.98,36.64,234.78
324,4/3/2017,-0.013220339,-0.000748573,-0.000381264,-0.006573126,0,-0.020089286,0.004606903,-0.033674339,0.012280702,-0.010948055,0.009744214,-0.008421897,-0.000277932,0.005659815,-0.10875,0,0.001137026,0.002684564,-0.011857708,0.001422475,-0.003010753,-0.008987148,-0.00122971,0.001124047,-0.003642987,-0.00070688,0.002865981,0.003235367,0.002643669,0.002763594,-0.00204499,-0.016748484,-0.014096857,-0.01870229,-0.004706954,0,-0.005357143,-0.001547645,0.000903751,-0.004786885,0.002126852,-0.001363223,-0.017060231,-0.005791506,0.003950401,-0.003054258,-0.012684989,-0.001739204,,86.93,105.57,184.2,78.26,23.44,21.81,133.85,113.35,287,44.02,8.61,49.73,105.99,34.14,0.00781,4.53,1048.06,27.52,30.02,24.45,49.55,23.28,110.11,81.48,124.68,87.31,42.68,229.506,2768.06,2168.92,2285.35,112.09,33.79,145.77,76.28,65.73,2.6,66.62,44.96,66.35,151.4,131.41,65.89,92.46,36.19,91.24,55.2,38.68,235.48
325,3/31/2017,-0.007179717,0.000936593,0.001527384,-0.001262467,-0.011730205,0.010830325,0.007839854,-0.008033827,0.035986914,-0.008773955,-0.007255139,-0.0026,0.019937636,-0.003857567,-0.111111111,0,-0.000945035,-0.002343488,0.00998004,0.003875969,0.002587322,-0.004651579,0.005191595,-0.0008824,-0.013366281,-0.003755869,0.000244503,0.001069938,0.001258711,0.001111057,-0.001775095,0.002315485,-0.008161627,0.008209338,0.002282758,0.04,-0.006505027,-0.000883587,-0.001654135,-0.004309219,-0.002273588,0.012421408,-0.006818886,0.003042877,-0.000438741,-0.010312945,0.030501089,-0.002327648,,87.33,106.79,183.53,78.59,23.59,21.95,133.02,113.35,288.5,42.46,8.29,49.45,107.91,33.76,0.00713,4.53,1047.78,27.52,29.88,25,49.28,23.18,110.27,81.22,124.69,87.52,42.41,229.338,2769.05,2169.38,2285.94,112.24,34.05,146.17,77.13,65.55,2.6,66.84,45.16,66.45,151.77,131.93,65.93,94.49,36.05,91.49,55.49,37.36,235.33
326,3/30/2017,-0.004133616,0.002064758,-0.00087203,0.012268371,0.022269807,0.046270066,0.001830105,-0.01293823,0.029951329,0.031190476,0.004860267,0.088139282,0.020441616,0.001485884,0,0.002212389,-0.000143167,0.006401617,0.01417004,-0.004063389,0.015768725,0.00593899,0.013530443,-0.002081332,0.008609947,0.004243281,0.00202661,-0.001795716,-0.001538625,-0.001617853,0.005443512,-0.010028653,-0.012355467,-0.002686453,0.003665801,-0.038461538,-0.00014782,0.004214729,0.000451331,0.008095834,0.000379075,0.003539551,-0.003808152,0.001385042,0.000329164,0.010238908,-0.006493506,0.003184173,,88.5,106.87,183.6,79.11,23.59,22.4,132.41,117.3,285,42.93,8.21,49.87,107.94,33.57,0.008,4.53,1046.59,27.52,29.8,25.3,49.21,23.25,111.27,81.32,124.55,87.84,42.44,228.6826,2760.12,2163.66,2279.64,112.47,34.63,148.26,78.6,65.86,2.6,67.2,45.23,66.39,152.5,131.65,66.02,96.13,36.26,91.13,55.66,37.84,235.74
327,3/29/2017,0.022971429,0.00339015,-0.008537772,-0.004959308,-0.005536627,0.004743833,-0.001370698,0.003350084,-0.005214153,-0.000238039,-0.004836759,0.012560599,-0.004224676,0.003578885,0.028571429,0.004444444,0.000917107,0.002025658,0.002028398,0.024989588,-0.006527415,-0.005013878,0.001631321,-0.005888907,-0.003724605,-0.000235682,0.002029405,0.001828014,0.001420507,0.001545704,-0.003645417,0.008379081,0.009807846,0.007085803,0.002756931,0,0.008346997,0.001332741,-0.002251576,-0.000920629,-0.006028636,0.006661503,-0.015901955,-0.004412576,-0.002298851,-0.005182273,0.062068966,0.000934897,,89.14,106.77,183.32,79.21,23.87,22.16,131.38,118.25,275.1,43.31,8.27,50,105.83,33.7,0.009,4.53,1047.58,27.52,29.87,25.05,49.02,23.19,111.79,80.9,124.66,89.03,42.6,228.6267,2757.17,2160.94,2277.11,112.67,34.55,149.48,77.96,65.71,2.5,67.64,45.27,66.5,153.16,131.95,65.21,96.79,36.15,91.17,56.24,36.72,236.29
328,3/28/2017,0.000228624,0.005111216,0.0010819,0.013402062,0.019539731,-0.019990702,0,0.00589722,-0.020072993,0.021395575,0.001210654,0.024610522,-0.001438159,0.002991325,-0.006810443,0.002227171,0.000152875,0.00611413,0.035714286,0.005023022,0.016364441,0.008123477,0.01438391,-0.001112878,0.015589179,0.002599244,0.001004072,-0.001954758,-0.002123926,-0.001959023,0.004734679,0.002897711,0.009292929,0.001936233,0.002918587,0.06122449,0.009023913,0.007158837,0.002558315,0.006086669,0.001585025,0.007334582,0.014279844,0.004988914,-0.003273322,0.010290666,0.046931408,0.007276774,,89.51,106.55,183.48,78.25,23.35,21.18,131.14,119.8,267.1,42,8.23,45.95,103.71,33.65,0.009,4.52,1047.73,27.52,29.68,24.7,49.22,22.83,111.13,79.82,124.92,88.27,42.42,228.1643,2762.13,2164.27,2280.8,112.06,34.9,151.35,78.17,65.47,2.6,67.65,45.08,66.47,151.93,131.9,64.98,97.16,36.1,91.14,55.67,36.96,235.54
329,3/27/2017,0.010628466,-0.000473037,-0.009430929,-0.007672634,-0.003892734,0.01943128,-0.008756039,-0.019008264,-0.006526468,-0.005560928,0.014742015,0.00430839,-0.005055805,0.000898204,0.020857474,-0.002222222,0.001147875,-0.009421265,0.006342495,-0.032989273,0.008474576,-0.000901795,-0.00783026,0.002550207,-0.000572803,0.004748338,0.000621116,0.001591675,0.001229694,0.001360455,-0.000357207,-0.011174785,0.019707478,-0.007939557,0.001846722,-0.039215686,-0.016711032,0.004946043,-0.0098346,0.000860813,-0.000150932,-0.014608642,-0.001436192,-0.009063444,0.005154639,-0.007881068,0.010948905,-0.001026255,,87.5,106.19,185.06,78.64,23.48,21.08,131.32,119.4,268.5,42.01,8.27,45.38,104.15,33.53,0.00875,4.5,1046.77,27.52,29.62,24.65,48.02,22.98,111.69,79.69,125.66,88.6,42.43,227.7022,2757.09,2161.2,2277.28,112.47,34.61,149.88,77.62,65.29,2.6,67.09,45.02,66.62,152.07,132.7,64.55,98.73,36.26,91.35,55.96,34.8,235.32
330,3/24/2017,0.006628678,-0.008303232,-0.000696118,0.004624872,0.002167317,0.005240591,-0.010235338,-0.013050571,-0.018505338,0.011989234,-0.026315789,-0.008543165,0.003926451,-0.003579952,-0.041111111,0.002227171,0.001791977,0.003376097,-0.004210526,-0.006035003,-0.014938489,-0.004756776,-0.007893748,-0.003335981,-0.001144296,-0.001185677,0.000496436,0.001357847,0.001119997,0.001234709,0.003405018,-0.01300905,-0.001302976,-0.003572796,0.001695699,0,0.000443853,0.006107216,-0.002378475,-0.013972317,0.006991413,0.000307645,0.000410509,0.000549602,-0.001751697,0.010497738,-0.016746411,-0.000726403,,87.48,105.65,184.86,77.6,23.03,21.51,131.32,118.7,274,41.13,8.26,44.29,104.3,33.43,0.00881,4.49,1046.61,27.52,29.44,23.8,47.78,22.61,110.79,78.56,125.8,87.24,42.32,227.4738,2762.49,2165.8,2281.75,111.94,34.51,148.5,77.47,65.1,2.45,66.49,44.7,66.45,151.15,132.49,64.08,97.34,36.08,91.65,55.39,33.24,233.62
331,3/23/2017,0.001280857,-0.000515754,0.003277103,0.002188747,0.005666957,-0.00047619,0.012174834,0.002452984,0.026671538,0.00863771,-0.018779343,-0.003807391,-0.007508792,-0.00029824,0.058823529,0.002232143,0.000872793,0.003047748,-0.006276151,-0.002408188,-0.025267666,0.003874223,0.002386335,-0.002851259,-0.001599452,-0.004955168,-0.000230561,-0.001044523,-0.000730703,-0.000755194,0.001345895,0.016091954,-0.003349053,-0.003306626,-0.002460403,0,0.000888494,-0.00270697,0.014171566,-0.007323871,-0.006493016,0.012774575,-0.004190087,0.007754085,-0.000218914,-0.00144587,-0.007125891,-0.001067099,,86.56,105.7,186.62,78.2,23.12,21.1,132.48,121,275.8,41.36,8.14,44.1,104.83,33.4,0.00863,4.5,1045.41,27.52,29.72,23.65,49.41,22.42,110.89,79.18,125.48,87.29,42.12,227.3326,2758.1,2163.14,2278.65,111.98,34.9,145.63,78.09,64.98,2.55,67.62,44.48,67.11,151.02,132.51,65.03,97.48,36.41,91.18,55.83,32.88,233.86
332,3/22/2017,-0.000349203,0.002067281,0.003071617,0.001805753,-0.003475239,-0.001426534,-0.00286533,0.001227998,-0.020400859,0.007709525,0.021582734,-0.011730854,0.005255112,0.010244049,-0.15,-0.004444444,8.63276E-05,0.004763525,-0.020491803,-0.006380857,0.001716002,0.000811542,0.00327621,-0.007779961,0.001602014,-0.002823529,0.003717255,0.002126198,0.002062238,0.002006159,0.00668413,-0.007981756,0.002123288,-0.000254291,0.012770596,-0.019230769,-0.001773836,-0.01027015,-0.005547226,0.004492187,0.000528781,-0.018201285,0.038086145,-0.001658833,0.006832709,-0.009310654,-0.03440367,0.002353143,,85.99,106.585,186.75,77.84,23.07,20.99,133.85,122.6,281,40.87,8.36,44.48,104.42,33.52,0.009,4.49,1043.54,27.52,29.62,23.75,49.71,22.76,111.42,79.81,125.9,87.39,42.17,227.2198,2754.36,2160.72,2275.84,111.6,35.36,145.82,78.37,64.87,2.55,67.59,44.21,67.27,153.16,131.59,65.01,97.44,36.39,91.34,55.25,33.44,234.03
333,3/21/2017,-0.011506156,-0.010322701,0.003949362,-0.016740647,-0.058101473,-0.039287346,-0.003681166,-0.026305301,0.001433692,-0.041934715,-0.101293103,-0.014827737,-0.02623744,-0.01833777,0,0,0.001460106,-0.011768662,-0.022044088,-0.009676145,-0.023460411,-0.014660151,-0.023381738,-0.006402748,-0.029323559,0.007586534,0.00038172,0.002455687,0.002220086,0.002239938,-0.01512321,-0.025555556,-0.00794999,-0.016752094,-0.011088865,-0.054545455,-0.021125742,-0.016469038,-0.001048375,-0.014879425,-0.00158383,-0.001374675,-0.034320254,0.001939058,-0.008414381,-0.030886691,-0.046994536,-0.012839464,,85.88,106.64,186.14,77.67,22.94,21,132.24,122.3,273.7,40.52,8.52,44.65,105.21,33.53,0.0085,4.48,1042.63,27.52,29.53,23.9,49.83,23.35,110.99,79.62,126.26,87.53,42.38,227.2722,2757.24,2162.3,2277.56,111.45,34.8,146.31,78.63,65.03,2.55,67.53,44.33,66.33,154.29,132.45,64.19,97.85,36.11,91.36,55.33,33.68,234.28
334,3/20/2017,-0.007083286,0.002236928,-0.005488002,-0.005047319,-0.01689461,0.00137237,-0.000600646,-0.013370035,-0.010287336,-0.004742708,0.001078749,0.003720727,-0.008304115,0.003264095,0,-0.002217295,0.001722429,-0.004685408,-0.007952286,-0.002756991,-0.023721881,0.002136942,0.003333745,7.80884E-05,-0.007168064,0.003568879,-0.000205839,0.002300656,0.001628233,0.001881908,-0.003722414,-0.003873824,-0.005137565,-0.000499813,0.000924927,0.145833333,-0.005897583,0.001319261,-0.002092363,-0.006689176,-0.000527665,-0.008480993,-0.006412866,-0.001935306,-0.000109266,-0.017726266,-0.001091703,-0.001096908,,85.91,106.42,185.57,77.53,23.02,21.03,132.62,122.15,279.4,40.21,8.34,45.18,104.66,33.19,0.01,4.5,1042.54,27.52,29.39,24.4,50.15,23.31,110.9,79.36,127.25,87.39,42.5,226.4305,2751.39,2157.85,2273,110.71,35.08,146,78.65,64.21,2.6,67.65,44.79,66.7,153.6,132.38,65.38,94.26,36.17,90.74,55.85,34.88,233.73
335,3/17/2017,-0.005340909,0.000652863,0.005191996,-0.006518741,-0.014274385,0.027738599,0.005511098,0.02334004,0.001420959,-0.000237079,-0.007494647,-0.003272251,0.005193842,0.018126888,-0.166666667,0,0.001300728,0.004369748,0.034979424,-0.002749411,0.007831822,0.00591133,0.005462446,-0.00311381,-0.010475775,-0.005207101,0.000262005,0.001224863,0.001173703,0.001167615,0.001420076,-0.009863014,-0.006047168,-0.004230434,0.003558168,-0.076923077,0.009145014,-0.001317523,0.006468111,0.021541065,0.008821293,-0.000605418,-0.006472492,0.002772387,0.018133274,-0.010957519,-0.012931034,-0.006080174,,86.91,107.53,184.84,78.85,24.44,21.89,133.11,125.45,279,41.97,9.28,45.86,107.48,33.81,0.01,4.5,1041.02,27.52,29.74,24.95,50.64,23.87,112.55,81.26,128.07,90.03,42.18,226.3441,2744.65,2153.07,2267.92,112.41,36,147.17,79.99,64.93,2.75,69.11,45.54,66.77,155.92,132.59,65.47,97.61,36.1,91.51,57.63,36.6,236.77
336,3/16/2017,-0.016540009,0.001494489,0.007245193,0.0068156,0.001588562,0.013822688,-0.003985262,-0.009565564,0.014048991,0.014186102,-0.038105046,0,-0.004248245,0.006384919,-0.076923077,0.004454343,0.002840744,-0.000336022,0.023157895,-0.012029492,-0.006552007,-0.000894855,-0.003217424,-0.003877171,-0.00098114,0.00308642,-0.001525517,-0.000533536,-0.001093328,-0.00073806,0.005802535,-0.010035259,0.003844597,-0.002729867,-0.001698842,0,0.000290402,-0.005676856,-0.004343268,-0.006915272,-0.010012798,-0.011520048,0.00222988,0,-0.003657726,0.010390053,-0.021097046,-0.001966939,,87.53,107.29,185.86,79.25,24.86,21.86,133.19,127.15,281.9,42.17,9.27,45.69,108.38,33.7,0.01,4.51,1039.23,27.52,29.88,25.15,50.78,24.45,112.31,80.99,128.06,90.68,42.03,226.3907,2738.35,2149.57,2263.66,112.83,36.14,147.93,80.03,64.87,2.4,69.52,45.48,66.91,156.97,132.66,66.03,98.24,36.17,91.52,58.67,36.64,237.03
