,Dates,EWJ,VB,EEM,VTV,VTI,EFA,VEA,VWO,IWM,IJH,IJR,IWF,VUG,SPY,mu,0.000470706,0.000723156,0.000602255,0.00048788,0.00060917,0.000365491,0.000418555,0.000539102,0.000827748,0.000660334,0.000840463,0.000736915,0.000707436,0.000567947
435,19-Oct-16,0.003220612,0.004274937,0.006134969,0.002439875,0.00319052,0.002755295,0.003531649,0.005275653,0.004215573,0.004662464,0.00404758,0.001946661,0.002892786,0.002667166,,50.28,119.43,37.61,86.1,109.84,58.32,36.94,38.06,121.13,152.25,60.395,102.8,110.86,213.88
436,18-Oct-16,0.005668016,0.005817385,0.017643865,0.005608132,0.005868329,0.009913043,0.010708402,0.017718121,0.005736138,0.005812417,0.003148823,0.006662747,0.007376377,0.00626236,,49.84,119.81,37.72,86.28,110.05,58.23,36.94,38.11,121.49,152.99,60.775,102.94,110.94,214.28
437,17-Oct-16,0.000810373,-0.001767379,-0.001084599,-0.002563804,-0.002834415,-0.002947806,-0.001644737,-0.00187567,-0.001162501,-0.000528123,-0.001654533,-0.00312561,-0.003900581,-0.003472222,,49.68,119.3,37.49,86.07,109.7,58.07,36.81,37.91,120.98,152.28,60.53,102.74,110.62,213.71
438,14-Oct-16,0,-0.002518469,0.001629549,0.000349732,-0.000274223,0.001737016,0.000823045,0.002686728,-0.004052266,-0.000527844,-0.002722548,0.000390854,-0.000996828,0.000516408,,49.4,118.61,36.84,85.59,109.06,57.5,36.42,37.25,120.29,151.4,60.34,102.06,109.81,212.38
439,13-Oct-16,-0.001618123,-0.005427069,-0.008882907,-0.003369351,-0.003552236,-0.003806887,-0.002735978,-0.006141522,-0.008283441,-0.004074123,-0.009884006,-0.002825684,-0.002440788,-0.003275467,,49.36,118.82,36.88,85.81,109.37,57.67,36.48,37.32,120.43,151.48,60.44,102.38,110.24,213.12
440,12-Oct-16,-0.001615509,0.000919271,-0.001880709,0.000697593,0.001185482,-0.002244475,-0.00136612,-0.001066951,-0.000819471,0.003693444,0.001636393,0.001952553,0.001629844,0.001311906,,49.36,119.12,36.82,85.78,109.4,57.57,36.45,37.22,120.92,151.56,60.605,102.34,110.35,213.01
441,11-Oct-16,-0.008807046,-0.016358405,-0.023097113,-0.01183364,-0.013316538,-0.01412766,-0.01453958,-0.018586387,-0.018262269,-0.016093446,-0.01641719,-0.012437331,-0.013047364,-0.012629534,,49.44,119.77,37.15,86.07,109.79,57.79,36.55,37.45,121.93,152.18,61.21,102.63,110.62,213.71
442,10-Oct-16,0.003212851,0.009627355,0.010878217,0.004964785,0.005427899,0.002902014,0.00405515,0.006852926,0.01196776,0.007584674,0.011148181,0.003968638,0.004398169,0.005208333,,49.52,119.66,37.22,86.01,109.66,57.92,36.6,37.49,122.03,151.62,61.11,102.43,110.44,213.43
443,7-Oct-16,0,-0.007659364,-0.004490227,-0.003451847,-0.003785148,-0.005095109,-0.006446414,-0.003414762,-0.007995477,-0.006173241,-0.008151735,-0.00443288,-0.003488372,-0.003429419,,49.96,121.65,38.1,87.04,111.14,58.75,37.14,38.2,124.3,154.1,62.13,103.72,111.9,216.16
444,6-Oct-16,-0.004796163,-0.000329327,0.000793021,0.000921341,0.00036062,-0.005405405,-0.005343308,0,-0.00104881,0.001888021,-0.001048134,0.000868056,0.000716076,0.000695636,,49.8,120.49,37.69,86.61,110.54,58.58,36.99,37.94,122.83,152.94,61.445,103.31,111.41,215.04
445,5-Oct-16,0.006436042,0.005380349,0.014481094,0.006257967,0.003891755,0.004070556,0.005372012,0.0152,0.006006006,0.004775299,0.005675829,0.001448855,0.00152398,0.004425191,,49.8,121.42,37.86,86.91,110.96,58.88,37.23,38.07,123.82,153.89,61.95,103.77,111.8,215.78
446,4-Oct-16,-0.0056,-0.00584266,-0.011137629,-0.005302594,-0.00450491,-0.000169578,-0.002945903,-0.010031679,-0.004926506,-0.004622998,-0.004037794,-0.003752887,-0.004284567,-0.005097785,,50.04,121.46,37.83,86.83,110.92,59.2,37.43,38.07,123.95,153.6,62.015,103.68,111.72,215.63
447,3-Oct-16,-0.003189793,-0.005401866,0.00694259,-0.002873563,-0.003053984,-0.002705902,-0.001871157,0.006643635,-0.003139844,-0.007303988,-0.002577527,-0.002399923,-0.002315433,-0.002404068,,49.72,120.81,37.29,86.29,110.49,58.96,37.23,37.5,123.21,152.87,61.665,103.53,111.55,214.68
448,30-Sep-16,-0.001592357,0.008252187,0.004290695,0.00811124,0.007876154,0.007840464,0.006727664,0.007226981,0.010988117,0.007948401,0.010582011,0.006181783,0.006724045,0.007546115,,50,121.52,37.71,86.75,110.99,58.97,37.34,37.88,123.82,153.58,61.915,103.92,112.03,215.78
449,29-Sep-16,-0.007114625,-0.011582382,-0.017391304,-0.009525996,-0.009771403,-0.012455816,-0.012227539,-0.016583311,-0.014597369,-0.010635555,-0.012380416,-0.008523271,-0.008621456,-0.009047267,,50.16,122.18,37.45,87,111.33,59.13,37.41,37.63,124.21,154.71,62.075,104.17,112.29,216.3
450,28-Sep-16,-0.001578532,0.008721409,0.009040149,0.007749248,0.005861136,0.007119851,0.008849558,0.009835194,0.007678009,0.008778204,0.009003894,0.001150527,0.003209987,0.004963585,,50.24,121.18,37.29,86.3,110.46,58.67,37.16,37.36,122.86,153.49,61.425,103.53,111.54,214.68
451,27-Sep-16,0.011173184,0.002061176,0.01429342,0.005816659,0.005713249,0.004769205,0.004850445,0.010475423,0.004057454,0.000715773,0.001462226,0.007242878,0.006280843,0.006207991,,50.6,122.6,37.95,87.13,111.55,59.41,37.62,37.99,124.68,155.14,62.195,104.42,112.51,216.64
452,26-Sep-16,-0.008702532,-0.007284335,-0.014615998,-0.008878128,-0.007917229,-0.009281134,-0.008814103,-0.012204829,-0.012659242,-0.009602372,-0.014174742,-0.010322087,-0.00783406,-0.008102227,,50.68,121.54,37.61,86.46,110.9,58.99,37.29,37.62,123.73,153.79,61.64,104.3,112.15,215.57
453,23-Sep-16,-0.014040562,-0.007312317,-0.012854145,-0.004933456,-0.00572502,-0.008366801,-0.00952381,-0.013092433,-0.00708035,-0.008244919,-0.006603023,-0.004850675,-0.005665221,-0.005479326,,50.12,121.29,37.08,85.96,110.27,58.71,37.11,37.23,123.23,153.68,61.55,103.55,111.45,214.24
454,22-Sep-16,0.012638231,0.013254301,0.007133421,0.005073801,0.007298612,0.010141988,0.009885119,0.004471331,0.014364106,0.011965591,0.014364106,0.007570676,0.008300607,0.006301548,,50.56,122.18,37.63,86.73,111.15,59.26,37.44,37.69,124.81,155.17,62.435,104.63,112.33,215.99
455,21-Sep-16,0.029268293,0.0139399,0.027973927,0.011311953,0.011483777,0.01754386,0.019057991,0.02424569,0.014490381,0.013171691,0.015404785,0.009969028,0.010370638,0.011245432,,51.28,123.08,38.12,87.16,111.79,59.76,37.8,38.19,125.7,156.46,62.85,105.14,112.97,217.18
456,20-Sep-16,0.014014839,-0.008442311,0.000543478,-0.001281155,-0.000455498,0.006056411,0.004375171,0.000269469,-0.004239015,-0.00463114,-0.003917728,0.001550989,0.001535405,4.69E-05,,50.64,121.47,37.85,86.72,110.98,59.16,37.43,38.02,123.92,154.61,61.96,104.35,112.04,215.82
457,19-Sep-16,0.003308519,0.006497834,0.007943029,0.001750088,0.001459721,0.005218299,0.006606111,0.008423913,0.006646972,0.007491621,0.006489772,-0.00116189,-0.000631826,0.000187468,,49.2,119.8,36.82,85.75,109.72,58.14,36.73,37.12,122.15,152.6,61.02,103.32,110.89,213.42
458,16-Sep-16,-0.008203445,-0.003817427,-0.006800871,-0.004529617,-0.003998183,-0.012877747,-0.01223491,-0.006747638,-0.001474926,-0.004904525,-0.001804018,-0.002800039,-0.003507825,-0.008872166,,48.52,120.82,36.8,85.86,109.77,57.79,36.57,37.11,122.67,153.31,61.26,103.16,110.72,213.41
459,15-Sep-16,0.004946414,0.010990855,0.017155506,0.00949701,0.010281832,0.008659508,0.008776742,0.015903482,0.011940299,0.01023981,0.012033195,0.011327019,0.011003001,0.009992963,,48.36,120.04,36.51,85.71,109.61,57.49,36.33,36.8,121.86,152.17,60.865,103.28,110.79,213.37
460,14-Sep-16,-0.006552007,-0.000922045,0.003053011,-0.003737881,9.18E-05,-0.001383604,-0.000548246,0.003577325,0.000165865,-0.002766981,-0.00306114,0.001858736,0.003375912,-0.000375182,,48.76,120.5,36.76,86.1,110.05,58.24,36.78,37.05,122.04,152.92,60.975,103.57,111.18,215.28
461,13-Sep-16,-0.017699115,-0.018833786,-0.025162338,-0.022939968,-0.020415505,-0.020166074,-0.025641026,-0.036585366,-0.019196356,-0.018302936,-0.017157261,-0.011794277,-0.016157989,-0.01437552,,48.52,119.19,36.14,85.29,108.93,57.74,36.46,36.47,120.6,151.37,60.25,102.41,109.97,213.15
462,12-Sep-16,0.0081103,0.012743628,0.006810133,0.013065094,0.01399845,0.008200923,0.007806191,0.008286554,0.013938144,0.011910995,0.011182371,0.01372011,0.015867226,0.014347337,,48.84,119.3,36.03,85.61,108.92,57.82,36.48,36.34,120.58,151.79,60.435,102.22,109.6,213.23
463,9-Sep-16,-0.015961692,-0.030836293,-0.033693077,-0.022932671,-0.024942202,-0.019433741,-0.021080369,-0.031581672,-0.031240013,-0.029471545,-0.029214559,-0.024380916,-0.025677477,-0.023934831,,49.72,121.59,36.96,87.62,111.19,59.01,37.44,37.72,122.94,154.62,61.49,103.44,111.4,216.34
464,8-Sep-16,-0.004765687,-0.002656791,-0.002625361,0.00045208,-0.002572062,-0.00283996,-0.002103602,-0.002066649,-0.001993461,-0.004300531,-0.003816794,-0.004852521,-0.005390597,-0.002283001,,49.32,120.06,36.71,86.49,109.655,58.53,37.15,37.41,121.25,152.8,60.81,102.04,109.66,213.28
465,7-Sep-16,0.004788508,0.004204059,-0.003140539,0.000339175,0.001332149,0.000501421,0,-0.00128999,0.006264984,0.003363158,0.00608,-0.000190259,0.000265182,-9.50E-05,,50.12,123.88,37.99,88.52,112.46,59.69,37.95,38.63,125.16,157.44,62.64,104.59,112.55,218.51
466,6-Sep-16,0.005617978,0.001376295,0.021384657,0.001358542,0.002850018,0.006730607,0.009556676,0.017322835,0.000957353,-0.002279202,-0.002155344,0.003149155,0.004617707,0.003026057,,50.36,124.21,38.09,88.48,112.75,59.86,38.03,38.71,125.41,158.12,62.88,105.1,113.16,219.01
467,5-Sep-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50.12,123.69,38.21,88.45,112.6,59.83,38.03,38.76,124.6292,157.59,62.5,105.12,113.13,219.0308
468,2-Sep-16,0.007275667,0.010058059,0.016299919,0.00534942,0.005102498,0.011574468,0.0101904,0.01518785,0.009649692,0.010491971,0.011955731,0.004216579,0.003654189,0.004508027,,49.84,123.52,37.41,88.33,112.28,59.43,37.67,38.1,124.51,157.95,62.635,104.79,112.61,218.37
469,1-Sep-16,0.00732899,0,0.007664933,-0.001250426,0.000537394,0.006855184,0.00838291,0.005357621,0.000730342,-0.000255836,0.000565794,0.001631791,0.001964637,4.60E-05,,49.84,123.52,37.41,88.33,112.28,59.43,37.67,38.1,124.51,157.95,62.635,104.79,112.61,218.37
470,31-Aug-16,0.001631321,-0.003666286,-0.01109908,-0.002155172,-0.002857908,-0.002052335,-0.003503099,-0.009551605,-0.00564835,-0.004266972,-0.005066345,-0.001916076,-0.002138656,-0.002844037,,49.48,122.29,36.81,87.86,111.71,58.75,37.29,37.53,123.32,156.31,61.895,104.35,112.2,217.39
471,30-Aug-16,0,-0.000407199,-0.002699784,-0.000453515,-0.001604993,-0.001366354,-0.002151116,-0.001589404,0.001859337,-0.000318329,0.000885383,-0.003817522,-0.003728693,-0.001652311,,49.12,122.29,36.53,87.97,111.65,58.35,36.98,37.33,123.23,156.35,61.86,104.18,111.98,217.38
472,29-Aug-16,0.003273322,0.006557915,0.007616975,0.006849315,0.00546889,0.003083776,0.003778677,0.007472645,0.005200715,0.00802143,0.005910453,0.003255458,0.003563792,0.004927976,,49.04,122.74,36.94,88.16,111.97,58.47,37.11,37.69,123.93,157.02,62.175,104.38,112.22,218
473,26-Aug-16,-0.007311129,-0.00286088,-0.008629989,-0.002618695,-0.002057797,-0.00596049,-0.006968641,-0.007942812,-0.002027411,-0.003516659,-0.003228149,-0.001243186,-0.000534283,-0.001883326,,49.04,122.79,37.04,88.2,112.15,58.55,37.19,37.75,123.7,157.07,62.12,104.78,112.64,218.3608
474,25-Aug-16,-0.004850445,0.001883548,0.000809717,-0.000568958,-0.000625894,-0.004070556,-0.003205985,-0.00026469,0.00195011,0.002050625,0.0029138,-0.002004199,-0.001600284,-0.000688547,,48.88,121.99,36.76,87.6,111.54,58.37,37.05,37.47,123.06,155.8201,61.755,104.44,112.24,217.29
475,24-Aug-16,-0.000807754,-0.008444986,0.00270636,-0.003062961,-0.005601494,-0.002368866,-0.002930208,0.002920096,-0.00813991,-0.005670957,-0.004913015,-0.006447942,-0.007325038,-0.005114856,,49.24,122.34,37.08,87.83,111.77,58.72,37.31,37.77,123.31,156.37,61.955,104.57,112.3,217.7
476,23-Aug-16,0.000808407,0.006456358,-0.004043127,0.001590728,0.002674512,0.004248088,0.004280364,-0.005018489,0.006979386,0.004737516,0.006811547,0.002185688,0.002832109,0.002013454,,49.48,122.11,37.05,87.88,111.84,58.96,37.43,37.78,123.07,156.05,61.775,104.78,112.48,217.85
477,22-Aug-16,0.005691057,0.001063569,-0.013297872,-0.000794732,0.000267523,0.001020582,0.000803213,-0.012519562,0.002277534,0.000640615,0.002764677,0.001522794,0.000354139,-4.58E-05,,49.52,123.15,36.95,88.15,112.47,59.1,37.54,37.67,124.08,156.94,62.08,105.46,113.31,218.97
478,19-Aug-16,-0.00243309,-0.000408898,-0.005554086,-0.001700102,-0.001424755,-0.007428668,-0.007440872,-0.005963184,0,0.000705173,-0.00032515,-0.000285442,-0.000530926,-0.001462122,,49.48,122.36,37.1,88.01,112.17,58.85,37.38,37.86,123.22,156.2,61.66,105.23,112.99,218.53
479,18-Aug-16,-0.004842615,0.007248764,0.0093433,0.003069577,0.003126396,0.005090786,0.005074786,0.008102457,0.007374631,0.006906791,0.007122391,0.000857061,0.00159532,0.002243898,,49.2,122.23,37.6,88.08,112.14,58.79,37.35,38.34,122.94,156.1,61.49,105.07,112.95,218.54
480,17-Aug-16,0.008136697,-0.002137103,-0.006366048,0.002050581,0.001252124,-0.000339271,0,-0.003645833,-0.002941176,-0.002061324,-0.003263974,0.000571701,0.000532056,0.001881079,,49.32,122.28,37.81,88.23,112.3,59.23,37.63,38.57,122.94,155.99,61.51,105.1,113.01,218.86
481,16-Aug-16,-0.008870968,-0.009122007,-0.004489041,-0.004536176,-0.005691418,-0.001439824,-0.002398082,-0.005181347,-0.008103728,-0.010012117,-0.006968641,-0.006907646,-0.006081438,-0.005157698,,49.56,121.4,37.46,87.96,111.95,58.93,37.44,38.26,122.04,154.92,61.075,105.01,112.83,218.37
482,15-Aug-16,0.00567721,0.008542796,0.01040555,0.002957234,0.003659407,0.00382588,0.004281509,0.011000524,0.009902611,0.008100289,0.009653931,0.00332289,0.003183024,0.002883823,,49.16,121.66,37.7,87.78,111.81,58.95,37.44,38.4,122.4,155.24,61.275,104.95,112.77,217.96
483,12-Aug-16,-0.004842615,-0.000164258,-0.003721425,-0.001136105,-0.000980829,-0.002544098,-0.002668802,-0.003913384,0.000983043,-0.001476441,-0.001307296,-0.00113798,-0.000441891,-0.000868969,,49.6,122.78,37.87,88.18,112.45,59.035,37.53,38.6,123.4,156.81,61.705,105.68,113.46,219.09
484,11-Aug-16,0.007317073,0.003957784,0.012924071,0.005138746,0.005018371,0.007174581,0.007528906,0.011612563,0.004780672,0.002122869,0.004844007,0.004477043,0.004616887,0.004640691,,49.32,121.74,37.48,87.92,112.04,58.81,37.37,38.18,122.19,155.55,61.115,105.33,113.1,218.46
485,10-Aug-16,0.003262643,-0.005167747,0.000269324,-0.003300706,-0.002948535,0.00342818,0.003507825,-0.002369668,-0.007197843,-0.003397872,-0.005633113,-0.001616738,-0.001861042,-0.002475021,,49.56,121.76,37.62,88.02,112.15,58.96,37.47,38.33,122.07,155.78,61.195,105.45,113.15,218.65
486,9-Aug-16,0.009053498,-8.20E-05,0.006778742,0,0.000894294,0.007947478,0.008161045,0.006626027,0.001063482,-0.000320451,0.000326664,0.001905669,0.002398508,0.000596194,,49.2,121.28,37.14,87.57,111.59,58.54,37.19,37.89,121.4892,155.45,60.9,104.98,112.63,217.64
487,8-Aug-16,0.004132231,-8.20E-05,0.007099945,0.000569411,-0.000625614,0.002077562,0.003275109,0.006401707,-0.000490597,0.000512985,-0.001304951,-0.001996957,-0.002392769,-0.000595838,,49.04,121.91,37.13,87.86,111.92,58.34,37.06,37.98,122.37,155.98,61.245,105.15,112.84,218.18
488,5-Aug-16,0.00331675,0.010190555,0.01160221,0.010239301,0.008290529,0.004521739,0.003560668,0.011057174,0.014432648,0.009842647,0.0138085,0.004969419,0.006152474,0.008180317,,48.6,121.92,36.88,87.86,111.82,57.88,36.76,37.73,122.24,156.03,61.225,104.95,112.57,218.05
489,4-Aug-16,0.014297729,0.000912182,0.005555556,0.000575573,0.001172862,0.005772258,0.005785124,0.004878049,0.000913242,0.000323876,0.000165399,0.001914975,0.001607573,0.00106254,,48.4,121.93,36.62,87.81,111.89,57.76,36.64,37.49,122.3,155.95,61.305,105.16,112.84,218.18
490,3-Aug-16,-0.005020921,0.007519425,0.003344482,0.003697285,0.003712759,-0.003486143,-0.003841932,0.005449591,0.008118514,0.006257333,0.005237343,0.001726453,0.002148035,0.002926478,,48.24,120.7,36.2,86.92,110.97,57.5,36.51,37.08,120.56,154.43,60.47,104.64,112.15,216.4097
491,2-Aug-16,-0.012396694,-0.013354216,-0.007194245,-0.00551534,-0.007549205,-0.005029483,-0.004915347,-0.005420054,-0.013947347,-0.011405374,-0.014823915,-0.007047619,-0.007726465,-6.41E-03,,47.56,120.59,36,86.87,110.84,57.17,36.3,36.9,120.45,154.38,60.46,104.44,111.97,216.18
492,1-Aug-16,0.00331675,-0.001317198,-0.001795332,-0.004005493,-0.001346257,-0.006461618,-0.005701873,-0.003779698,0.000825968,-0.002506749,0.000737644,0.002673797,0.002403632,-0.000829035,,47.8,119.69,35.88,86.55,110.43,57.37,36.44,36.7,119.48,153.42,60.145,104.26,111.73,215.5492
493,29-Jul-16,0.017721519,0.002972504,0.005136036,0.001031046,0.002338971,0.011767782,0.011535293,0.005428882,0.001986262,0.002900793,0.001395272,0.001434446,0.001783644,0.001614615,,48.4,121.31,36.14,87.03,111.27,57.66,36.62,36.9,121.17,155.19,61.05,105,112.6,216.94
494,28-Jul-16,0,0.001571287,0.000277701,-0.000572475,0.001261034,-0.001044932,0,-0.000542594,-0.002559023,0.004012685,-0.004005559,0.002877146,0.003849597,0.001154628,,48.24,121.47,36.205,87.38,111.42,58.035,36.83,37.04,121.07,155.58,61.005,104.72,112.33,217.12
495,27-Jul-16,0.001690617,-0.002227907,0.00334355,-0.003650468,-0.001169591,0.003670687,0.004413793,0.001358327,0.00281457,-0.004189224,0.002704918,0.001729273,0.002333094,-0.00106113,,47.4,121.11,36.02,87.29,111.16,57.36,36.41,36.84,120.83,155.13,60.92,104.57,112.13,216.77
496,26-Jul-16,0.000846024,0.004975537,0.00786296,0.000913451,0.001080789,0.004212744,0.004711752,0.006012572,0.004824488,0.004857198,0.005687907,-0.000863889,-0.000806958,0.000461574,,47.4,120.92,36.01,87.34,111.02,57.42,36.41,36.86,121.14,154.51,61.165,104.27,111.7,216.52
497,25-Jul-16,-0.003372681,-0.002316538,-0.01000834,-0.003413746,-0.002605102,-0.001227209,-0.00166021,-0.008132285,-0.001495017,-0.003034607,-0.003859419,-0.000958957,-0.000716782,-0.00271589,,47.32,121.19,35.89,87.66,111.15,57.21,36.25,36.81,120.8,155.16,61,104.09,111.44,216.75
498,22-Jul-16,0.001689189,0.006830487,0.00742193,0.005032022,0.004783825,0.001932197,0.00055371,0.006548431,0.007447076,0.00649857,0.007362065,0.003850597,0.003777318,0.004508358,,47.28,120.59,35.61,87.58,111.03,56.97,36.08,36.59,120.22,154.41,60.655,104.18,111.53,216.65
499,21-Jul-16,-0.007544007,-0.003982411,-0.003210497,-0.003532764,-0.003955767,-0.004023793,-0.002485501,-0.002721088,-0.004746835,-0.005236279,-0.006329114,-0.003357958,-0.004030813,-0.003777322,,47.44,120.87,35.97,87.88,111.32,57.04,36.14,36.89,120.4,154.88,60.89,104.28,111.61,217.24
500,20-Jul-16,0.008453085,0.006345496,0.005050505,0.003430532,0.00533261,0.009002648,0.007232267,0.005196937,0.006538139,0.005329174,0.006286187,0.006761325,0.005494011,0.004139877,,47.36,120.05,35.705,87.44,110.79,56.93,36.12,36.65,119.51,153.88,60.445,103.88,111.19,216.265
501,19-Jul-16,-0.006717045,-0.003577371,-0.010137481,-0.001028101,-0.001984485,-0.007880911,-0.008002208,-0.00867679,-0.00500417,-0.001816413,-0.006165228,-0.001446759,-0.00188781,-0.001012896,,47.72,120.53,35.82,87.75,111.23,57.16,36.21,36.75,120.08,154.69,60.83,104.23,111.64,217.085
502,18-Jul-16,0.002525253,0.001917146,0.008826002,0.001372684,0.002804161,0.002457865,0.002212389,0.008752735,0.001670844,0.00064914,0.000493462,0.003970175,0.004424379,0.002683594,,47.32,119.77,35.64,87.45,110.64,56.65,35.95,36.56,119.3,153.87,60.45,103.53,111.03,216.19
503,15-Jul-16,-0.003355705,0.001168322,-0.002236511,-0.000571625,-0.001084305,-0.005065502,-0.00495322,-0.0035432,0.002764514,0,0.002556069,-0.001836459,-0.001892574,-0.001341847,,47.64,120.2,36.005,87.54,110.86,57.1,36.24,36.88,119.9,154.15,60.825,103.68,111.24,216.4092
504,14-Jul-16,0.001680672,0.00133701,0.014463982,0.005402299,0.004812057,0.00863284,0.008603941,0.013815971,0.001006289,0.002342378,0.000329924,0.004661099,0.005801305,0.005583473,,47.52,119.97,35.69,87.42,110.55,56.96,36.16,36.56,119.7,154.05,60.795,103.27,110.75,215.83
505,13-Jul-16,-0.001677852,-0.002916181,-0.001698754,0.002188688,-0.000544465,-0.001055966,-0.000831947,-0.001655172,-0.003925827,-0.00266061,-0.001975634,-0.001260789,-0.00244145,-0.000139567,,47.68,119.83,35.77,87.47,110.67,57.25,36.34,36.69,119.37,154.05,60.64,103.46,110.96,216.12
506,12-Jul-16,0.005907173,0.011205662,0.014068332,0.008129137,0.008326471,0.013556903,0.014060742,0.015406162,0.013373963,0.00982962,0.013431217,0.005264697,0.005637901,0.007263355,,47.6,119.67,35.26,87,110.14,56.76,36.03,36.19,119.25,153.69,60.62,102.98,110.32,214.92
507,11-Jul-16,0.024200519,0.007897418,0.009565217,0.003379166,0.004134509,0.014660633,0.01368301,0.008189777,0.011559209,0.006264425,0.011305155,0.004308235,0.003742242,0.003526922,,47.68,120.02,35.32,86.81,110.2,56.82,36.06,36.25,119.72,154.1,60.74,103.11,110.59,214.95
508,8-Jul-16,0.006962576,0.019920319,0.02161682,0.014780655,0.015582719,0.015251746,0.013872832,0.022228637,0.023306755,0.018195246,0.024371273,0.014805246,0.015572859,0.014909844,,47.4,118.69,34.83,86.11,109.29,56.06,35.56,35.7,118.14,152.6,59.935,102.57,109.97,213.4
509,7-Jul-16,0.00087108,0.001474542,-0.002658004,-0.002476999,-0.000466331,-0.004026354,-0.004316547,-0.004311584,0.002107297,0.002490409,0.001211387,0.001393035,0.001764324,-0.00063913,,46.28,117.76,34.5,85.82,108.84,55.25,35.08,35.41,116.79,151.65,59.265,102.13,109.56,212.65
510,6-Jul-16,0,0.006547931,-0.002650957,0.006410256,0.006099277,-0.001826818,0.000287853,0,0.00175917,0.004665945,0.006707317,0.002193857,0.005321135,0.005997793,,45.96,115.46,33.77,84.57,107.17,54.42,34.6,34.64,114.13,148.94,57.855,100.64,107.88,209.526
511,5-Jul-16,0,-0.012841507,-0.021331796,-0.009174312,-0.007450871,-0.019347904,-0.019751693,-0.019723866,-0.014732646,-0.012157649,-0.013576216,-0.003972984,-0.004830918,-0.007197,,45.92,115.29,33.86,84.78,107.22,54.64,34.75,34.79,113.89,148.57,57.785,100.5,107.69,209.66
512,4-Jul-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45.92,114.54,33.95,84.24,106.57,54.74,34.74,34.79,113.69,147.88,57.4,100.28,107.12,208.41
513,1-Jul-16,-0.00173913,0.003025588,0.009604191,0.000352983,0.001959686,0,0.002262443,0.007380074,0.003565838,0.002075105,0.001462869,0.003188521,0.004104478,0.002128178,,45.92,116.03,34.69,85.02,107.37,55.82,35.44,35.49,115.39,149.7,58.19,100.68,107.64,209.9208
514,30-Jun-16,-0.00862069,0.016609544,0.009994121,0.01638364,0.013716772,0.014909091,0.012310335,0.010034404,0.018603827,0.020144769,0.022075638,0.010980155,0.010462815,0.013621407,,45.92,116.03,34.69,85.02,107.37,55.82,35.44,35.49,115.39,149.7,58.19,100.68,107.64,209.9208
515,29-Jun-16,0.013100437,0.02154592,0.025316456,0.017894096,0.017910448,0.018329939,0.018070533,0.023474178,0.022741687,0.017227008,0.020371534,0.016902274,0.016772091,0.017029061,,46,115.68,34.36,84.99,107.16,55.82,35.36,35.23,114.98,149.39,58.105,100.36,107.2,209.475
516,28-Jun-16,0.015070922,0.019028451,0.029475644,0.016959643,0.018336929,0.026220787,0.02663076,0.028674917,0.015456804,0.019474541,0.013368498,0.017404898,0.019741986,1.80E-02,,46.4,113.79,34.02,83.62,105.71,55,34.93,34.88,112.88,146.44,56.85,99.27,106.09,206.66
517,27-Jun-16,-0.005291005,-0.030681919,-0.012561275,-0.019064967,-0.019800077,-0.019194931,-0.019366197,-0.010454002,-0.034295869,-0.028482972,-0.030847876,-0.016704243,-0.018607328,-0.017378034,,45.8,111.39,33.18,82.15,103.85,54.01,34.31,34.08,110.37,143.96,55.715,97.62,104.34,203.1997
518,24-Jun-16,-0.041420118,-0.037880727,-0.060989643,-0.036729442,-0.036488239,-0.085860307,-0.081896552,-0.056635672,-0.03655196,-0.040213946,-0.038393084,-0.034912472,-0.035165649,-0.036430909,,45.12,109.31,32.23,80.78,101.98,52.63,33.42,33.13,108.69,141.21,54.98,95.95,102.32,199.6
519,23-Jun-16,0.02247191,0.017978114,0.024160283,0.014236564,0.013801521,0.027661064,0.02626486,0.024833959,0.019104946,0.018631869,0.020409928,0.012112112,0.011892499,0.013022585,,45.36,112.77,32.64,82.35,104.04,53.66,34.08,33.48,112.55,145.35,56.73,97.58,104.26,203.13
520,22-Jun-16,-0.016992353,-0.003116883,-0.005275498,-0.001184975,-0.002248244,-0.020744043,-0.001656086,0.001445922,-0.003910323,-0.002482555,-0.004476969,-0.001798561,-0.002149131,-0.001631165,,47.32,117.21,34.76,85.49,107.98,58.7,37.12,35.49,116.82,151.44,58.995,101.11,108.06,210.81
521,21-Jun-16,0.006843456,-0.001728608,0.007678677,0.003567606,0.002159219,0.008123056,0.007788595,0.007575758,-0.001908066,-0.003743316,-0.004712939,0.00069993,0.001497286,0.002838586,,46.28,115.14,33.94,84.29,106.51,57.12,36.17,34.63,114.63,148.67,57.815,99.9,106.79,208.1
522,20-Jun-16,0.022747157,0.011982857,0.017733694,0.005260012,0.006805293,0.024796316,0.023341873,0.014484186,0.010871471,0.009923716,0.012230029,0.006947241,0.006309445,0.006440054,,47.08,115.5,34.12,84.39,106.75,58.33,36.23,34.58,115.08,149.04,58.075,100.08,107.02,208.44
523,17-Jun-16,-0.001746725,-0.000437139,0.002712477,-0.000119531,-0.003297221,0.009927556,0.009482759,0.004453682,-0.004277608,0.000675539,-0.002681661,-0.006402561,-0.006455838,-0.008878437,,46.76,115.7,33.86,84.09,106.52,57.86,35.95,34.32,115.3,149.6,58.35,100.01,106.86,207.85
