,Dates,EWJ,VB,EEM,VTV,VTI,EFA,VEA,VWO,IWM,IJH,IJR,IWF,VUG,SPY,mu,0.000470706,0.000723156,0.000602255,0.00048788,0.00060917,0.000365491,0.000418555,0.000539102,0.000827748,0.000660334,0.000840463,0.000736915,0.000707436,0.000567947
83,23-Feb-18,0.014645384,0.012862393,0.017809621,0.015283019,0.015499964,0.00791184,0.010011123,0.01629413,0.013026316,0.012710738,0.012895662,0.015903718,0.01686747,0.015939349,,62.46,149.58,50.18,108.94,142.34,72.01,45.76,49.11,154.99,191.47,78.29,143.36,149.28,277.9
84,22-Feb-18,0.004628864,-0.00061212,0.000614502,0.000755287,0.000649257,0.005254935,0.004244861,0.001254968,-0.001576458,-0.001380849,-0.000780945,0.002081838,0.001102764,0.001296056,,61.66,148.83,49.72,107.62,140.86,71.34,45.4,48.65,153.98,190.42,77.76,141.81,147.7,274.71
85,21-Feb-18,-0.009983633,-0.002510176,-0.000818666,-0.006378987,-0.004667193,-0.004805654,-0.003783663,-0.001253395,0.001052078,-0.002278508,0.002217584,-0.003932785,-0.003571183,-0.004974208,,60.77,146.94,48.85,106,138.71,70.78,44.95,47.87,152,188.03,76.77,139.59,145.25,270.4
86,20-Feb-18,-0.008116883,-0.006403775,-0.013726282,-0.008925251,-0.005995289,-0.009381126,-0.010134391,-0.008902692,-0.008217034,-0.007102646,-0.008664167,-0.00313636,-0.003762999,-0.006261213,,60.49,147.03,48.82,105.92,138.62,70.41,44.76,47.81,152.24,188.29,76.83,139.3,145.09,270.05
87,19-Feb-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,61.1,147.4,48.86,106.6,139.27,70.75,44.93,47.87,152.08,188.72,76.66,139.85,145.61,271.4
88,16-Feb-18,0.015328828,0.002432597,-0.003219316,0.00121009,0.000428418,0.004500703,0.003537475,-0.003712871,0.003534031,0.002267454,0.003503763,-0.00085464,-0.000820345,0.000293008,,61.6,148.35,49.54,107.56,140.11,71.42,45.39,48.3,153.34,190.07,77.33,140.29,146.16,273.11
89,15-Feb-18,0.004802915,0.010653555,0.020533881,0.010440181,0.012214513,0.006227003,0.006453049,0.018701408,0.010916308,0.010227999,0.010093066,0.014010255,0.0146355,0.012760117,,61.6,148.35,49.54,107.56,140.11,71.42,45.39,48.3,153.34,190.07,77.33,140.29,146.16,273.11
90,14-Feb-18,0.015131137,0.017935349,0.025047358,0.012571429,0.013997801,0.017715685,0.019741321,0.020587605,0.01798222,0.01905434,0.018422107,0.015175953,0.015424708,0.013496241,,60.67,147.99,49.7,107.43,140.05,71.1,45.23,48.48,152.8,189.64,77.06,140.41,146.28,273.03
91,13-Feb-18,-0.012288276,0.002928258,0.007635207,0.002961123,0.0031613,-0.003015508,-0.003842676,0.007780419,0.002159827,0.002830856,0.000667913,0.003679176,0.002825258,0.002487375,,60.38,146.43,48.7,106.32,138.36,70.66,44.94,47.59,151.15,187.72,76.29,138.47,144.17,269.59
92,12-Feb-18,0.019468427,0.010711014,0.01572598,0.012671697,0.01333532,0.015308354,0.013284471,0.013803681,0.0094706,0.009285714,0.009711357,0.015770984,0.015565598,0.014684512,,59.48,143.85,47.51,105,136.45,69.43,44.07,46.63,148.48,184.21,74.91,136.4,141.98,266
93,9-Feb-18,0.010088919,0.010539059,0.015977238,0.015221448,0.013745185,0.004245974,0.006918819,0.015124555,0.009144664,0.01172939,0.010770279,0.016178034,0.014185945,0.015021543,,60.22,143.43,47.15,104.69,136.02,69.64,44.24,46.27,148.16,183.69,74.86,135.9,141.58,265.34
94,8-Feb-18,-0.029699685,-0.032917843,-0.034650327,-0.036521904,-0.035966509,-0.026094396,-0.024741341,-0.033326166,-0.029364656,-0.033265262,-0.027446301,-0.040169133,-0.037799244,-0.037508873,,59.07,141.91,46.42,103.38,134.23,68.59,43.66,45.64,146.77,182,74.14,133.79,139.41,261.5
95,7-Feb-18,-0.008880118,-0.000137713,-0.031512175,-0.002453988,-0.004421571,-0.010581264,-0.013534502,-0.028410278,0.001002071,-0.000322338,0.000530645,-0.006662322,-0.007847767,-0.005424888,,58.48,140.43,45.69,101.83,132.41,68.3,43.36,44.96,145.44,179.89,73.35,131.66,137.46,257.63
96,6-Feb-18,0.024254674,0.010295652,0.032537503,0.015819751,0.016354796,0.019709394,0.019452613,0.024834083,0.011965928,0.009162375,0.012491605,0.021678011,0.02265625,0.019702194,,60.27,145.21,47.33,105.69,137.35,70.13,44.46,46.51,149.84,186.08,75.42,137.17,142.86,267.67
97,5-Feb-18,-0.047336329,-0.037237961,-0.035066259,-0.042680128,-0.039348903,-0.041902136,-0.040789759,-0.032117696,-0.038419034,-0.036764322,-0.039354839,-0.039169688,-0.039890897,-0.041822472,,60.81,145.23,48.87,105.95,137.96,70.88,45.07,47.87,149.69,186.14,75.38,138.09,143.99,269.13
98,2-Feb-18,-0.014703557,-0.01866579,-0.025625745,-0.022606979,-0.021264806,-0.020256583,-0.021651454,-0.022483289,-0.019254064,-0.020060386,-0.019855824,-0.020130956,-0.020177724,-0.021770012,,59.37,143.75,47.33,104.3,135.74,69.51,44.21,46.71,147.92,184.45,74.45,135.16,140.8,263.93
99,1-Feb-18,0.004925326,0.002437739,-0.013521458,0.001257523,-0.000415426,0.002843987,0.002553735,-0.009430177,0.003133794,0.001897047,0.004191008,-0.003332408,-0.003860233,-0.001135154,,62.32,149.31,49.05,108.95,141.3,72.55,46.09,48.26,153.83,191.49,77.5,140.67,146.65,275.45
100,31-Jan-18,-0.005687204,-0.003545168,0.008697371,0.000359421,0.000346308,-0.001352448,-0.00191164,0.006055713,-0.005216949,-0.002454992,-0.00543135,0.001599332,0.001733449,0.000496877,,63.25,152.15,50.34,111.47,144.37,74.05,47.11,49.37,156.85,195.41,79.07,143.56,149.67,281.58
101,30-Jan-18,-0.012788522,-0.010523581,-0.013647885,-0.012160483,-0.010418095,-0.008315451,-0.007588533,-0.012754085,-0.00957782,-0.010426156,-0.009260418,-0.00882211,-0.008265009,-0.010257131,,62.94,151.78,51.03,111.33,144.43,73.84,46.99,49.84,156.36,195.04,78.74,144.04,150.25,281.9
102,29-Jan-18,-0.008504716,-0.007287032,-0.015168971,-0.005297545,-0.006536838,-0.009169435,-0.009189641,-0.015692428,-0.005639098,-0.00818232,-0.005599801,-0.006913073,-0.007481297,-0.006629911,,63.3,152.32,50.59,111.29,144.38,73.94,47.08,49.54,157.18,195.52,79.17,143.81,149.99,281.76
103,26-Jan-18,0.007320872,0.005185713,0.013821296,0.010979202,0.010458236,0.008848371,0.0084246,0.013317432,0.003584229,0.004285138,0.003371207,0.0120532,0.011685035,0.011577833,,64.12,153.94,51.29,112.66,145.9,74.56,47.44,50.18,158.7,197.58,79.91,145.09,151.24,284.68
104,25-Jan-18,-0.004805457,-0.000259218,-0.000583658,0.001251229,0.000412996,-0.003872863,-0.003567681,-0.003565062,0.00037743,-0.000755629,0.002754476,0.00062383,-0.000994893,0.000423759,,64.67,155.07,52.08,113.26,146.86,75.25,47.88,50.98,159.6,199.21,80.36,146.1,152.38,286.58
105,24-Jan-18,0.000310126,-0.004258889,0.008436335,0.00197009,-0.000962729,0.00173913,0.003157895,0.009194483,-0.006189047,-0.002662781,-0.005850137,-0.002420136,-0.003041725,-3.88E-04,,64.2,154.27,51.37,112.03,145.34,74.59,47.48,50.31,159.03,198.36,80.09,144.36,150.62,283.3
106,23-Jan-18,0.006084243,0.003821739,0.004730928,-0.00035807,0.002481732,0.003221044,0.003167899,0.003610832,0.003198495,0.002165047,0.000996761,0.004514829,0.005451765,0.002122466,,64.51,154.31,51.4,111.89,145.28,74.88,47.65,50.49,158.97,198.51,79.87,144.27,150.77,283.18
107,22-Jan-18,0.004229986,0.006651017,0.005749405,0.007940088,0.007921067,0.00512613,0.005307856,0.008088979,0.005359395,0.004958761,0.002498126,0.007769845,0.008447871,0.008130951,,64.49,154.97,50.97,111.67,145.42,74.75,47.5,50.03,159.96,199.04,80.34,144.62,151.23,283.29
108,19-Jan-18,0.006306164,0.011742974,0.008195083,0.003167994,0.00516832,0.005561584,0.004478567,0.009389671,0.013159576,0.010791735,0.014573565,0.005206867,0.005867278,0.004549688,,64.1,154.38,50.73,111.71,145.06,74.51,47.35,49.85,159.45,198.61,80.26,143.97,150.41,282.69
109,18-Jan-18,-0.008441457,-0.005054152,0.00120072,-0.001716816,-0.001743011,-0.001219347,-0.002340426,0.001635657,-0.006851922,-0.004024247,-0.008169935,-0.000492299,-0.000808625,-0.001680913,,63.83,153.36,50.44,110.83,143.92,74.13,47.1,49.45,158.6,197.63,80.06,142.86,149.15,280.41
110,17-Jan-18,0.008036558,0.0083394,0.013179238,0.008842297,0.009217563,0.005174997,0.005347594,0.014099108,0.009478673,0.007596366,0.010029199,0.010949165,0.010004764,0.009531718,,63.43,151.58,50.03,110.48,143.18,73.72,46.89,48.99,156.54,195.52,78.91,142.12,148.28,279.14
111,16-Jan-18,0,-0.010608343,-0.003837609,-0.003180373,-0.00441331,-0.000952381,-0.001068376,-0.004951516,-0.012771877,-0.007539096,-0.009929613,-0.003965725,-0.003594195,-0.00341825,,63.97,152.35,49.97,110.67,143.43,73.81,47,48.91,157.62,196.31,79.56,142.19,148.4,279.61
112,15-Jan-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,63.46,151.09,49.32,109.7,142.12,73.43,46.75,48.23,156.14,194.83,78.77,140.65,146.93,276.97
113,12-Jan-18,0.003161555,0.003219025,0.009584013,0.007230459,0.005848365,0.010031606,0.00949094,0.010633862,0.004190476,0.002860792,0.004545455,0.006701362,0.005797695,0.006518905,,63.46,152.71,49.51,110.05,142.75,73.5,46.8,48.47,158.16,196.31,79.56,141.21,147.46,277.92
114,11-Jan-18,0.006683641,0.014664711,0.006155109,0.006911805,0.008455908,0.0069185,0.006513244,0.006505771,0.017179024,0.014248705,0.018387553,0.007252621,0.00721352,0.007296075,,63.46,152.71,49.51,110.05,142.75,73.5,46.8,48.47,158.16,196.31,79.56,141.21,147.46,277.92
115,10-Jan-18,0.00640615,-0.001995742,-0.006320082,-0.000552639,-0.001560837,-0.001933435,-0.002598528,-0.004387798,0.000129182,-0.004744224,-0.001668806,-0.00264986,-0.002672148,-0.001529832,,63.26,152.22,49.04,109.26,141.92,72.77,46.36,47.96,157.5,195.75,79.2,140.27,146.61,276.12
116,9-Jan-18,0.000641026,-0.000465456,-0.001628333,0.002307976,0.001848035,0.001106042,0.000866927,-0.000208899,-0.001354577,-0.001338964,-0.001025904,0.00208124,0.002059732,0.002263435,,62.84,150.02,48.74,108.51,140.73,72.27,46.06,47.65,154.84,193,77.77,139.26,145.56,274.12
117,8-Jan-18,0.005802708,0.002533164,0,0.001016542,0.002279689,-0.000276434,-0.000433276,0.000208943,0.001550488,0.00496843,0.001541228,0.002806765,0.003237361,0.001828688,,62.44,150.32,49.05,108.57,140.95,72.41,46.18,47.86,154.82,193.92,77.9,139.63,145.95,274.54
118,5-Jan-18,0.002747697,0.003679914,0.008622459,0.004921991,0.00587603,0.005559416,0.004788855,0.008853288,0.0020716,0.003896711,0.004256417,0.009077705,0.008404529,0.006663967,,62.4,150.39,49.13,108.32,140.69,72.33,46.14,47.87,155.03,194.18,77.98,139.34,145.65,273.92
119,4-Jan-18,0.012270942,0.001339944,0.004951516,0.005791145,0.003812401,0.010959674,0.009005052,0.006150583,0.002661301,0.002865777,0.002715986,0.00415664,0.002716256,0.004214885,,62.04,150.01,49.13,108.21,140.37,72.35,46.16,47.86,154.79,193.22,77.86,138.95,145.18,273.42
120,3-Jan-18,0.013766794,0.001879447,0.009581337,0.003844351,0.005787874,0.004800226,0.006187845,0.009635974,0.001039636,0.001827008,-0.00090451,0.008531294,0.009349736,0.006325111,,61.87,149.46,48.71,107.68,139.55,71.95,45.94,47.44,154.47,192.47,77.53,137.7,143.97,271.61
121,2-Jan-18,0.006007008,0.007983762,0.018887946,0.003103837,0.007067395,0.007395819,0.008693714,0.01720758,0.0094451,0.009431974,0.0075511,0.00957826,0.011375755,0.007157311,,61.12,149.26,48.47,107.06,139.02,71.17,45.53,47.15,154.06,191.92,77.32,137.13,143.58,270.47
122,1-Jan-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60.29,148.98,48.01,106.65,138.22,70.83,45.25,46.7,153.9,191.57,77.39,135.97,142.25,268.77
123,29-Dec-17,0.00183885,-0.005651238,0.004690832,-0.003281147,-0.003702091,0.000711642,0.000222965,0.004815058,-0.008261237,-0.004980863,-0.006981254,-0.004655975,-0.004600142,-0.003770486,,59.93,147.8,47.12,106.32,137.25,70.31,44.86,45.91,152.46,189.78,76.81,134.68,140.65,266.86
124,28-Dec-17,-0.00233489,0.003375186,0.006869901,0.002631826,0.002182453,0.000569638,0.003131291,0.004838355,0.003918239,0.003314045,0.004023884,0.001851029,0.001772421,0.002057459,,59.93,147.8,47.12,106.32,137.25,70.31,44.86,45.91,152.46,189.78,76.81,134.68,140.65,266.86
125,27-Dec-17,-0.001332445,0.000270088,0.002582867,0.000282061,0.000363875,0.001854758,0.002466368,-0.000219877,-0.000978601,-0.00026295,-0.001166861,0.001557286,0.000709471,0.000486545,,59.82,148.64,46.9,106.67,137.76,70.26,44.85,45.69,153.73,190.73,77.35,135.31,141.3,267.87
126,26-Dec-17,0.000499917,0.001284565,-0.000860215,-0.000751597,-0.000799884,-0.000285266,0.000224266,0.001100594,0.000587506,0.000578826,0.000908383,-0.002219756,-0.001346181,-0.001196217,,59.96,148.14,46.58,106.39,137.46,70.22,44.71,45.47,153.13,190.1,77.04,135.06,141.05,267.32
127,25-Dec-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60.04,148.1,46.46,106.36,137.41,70.09,44.6,45.48,153.28,190.15,77.13,134.85,140.95,267.19
128,22-Dec-17,0.004687762,-0.000135199,0.008458035,-9.39E-05,-0.000363451,0.002574003,0.002473022,0.008211274,-0.001824461,-0.000157837,-0.002588662,-0.000517675,-0.000708015,-0.000261604,,60.01,147.91,46.5,106.44,137.52,70.11,44.59,45.43,153.19,190.04,77.06,135.15,141.14,267.51
129,21-Dec-17,0.000670129,-0.001282744,0.006548788,-0.002903709,-0.00261002,0.00358783,-0.006477552,0.005130493,0.000586778,0.002426032,0.00402859,-0.00280236,-0.002824061,0.002059694,,60.01,147.91,46.5,106.44,137.52,70.11,44.59,45.43,153.19,190.04,77.06,135.15,141.14,267.51
130,20-Dec-17,0.001342057,0.001487492,0.001311475,0.000374813,-7.25E-05,-0.001719198,-0.000669643,0.001340183,0.00195976,0.001902246,0.002214118,-0.00117855,-0.002043261,-0.000524011,,59.73,147.93,46.11,106.45,137.57,69.93,44.48,45.06,153.47,190.07,77.26,135.22,141.24,267.58
131,19-Dec-17,-0.016661168,-0.005112337,-0.020132791,-0.002896384,-0.004043321,-0.014124294,-0.003115265,-0.002673201,-0.007906675,-0.007030799,-0.012348855,-0.003450048,-0.0042795,-0.003840418,,59.69,148.12,45.81,106.76,137.93,69.68,44.77,44.83,153.38,189.61,76.95,135.6,141.64,267.03
132,18-Dec-17,0.012020033,0.011636611,0.011262725,0.005637508,0.006906579,0.011862227,0.011251125,0.010353365,0.013531266,0.01033715,0.014485189,0.006501662,0.007065141,0.006341225,,59.61,147.9,45.75,106.72,137.94,69.8,44.8,44.77,153.08,189.25,76.78,135.76,141.93,267.17
133,15-Dec-17,0.000501086,0.011425425,0.00217061,0.008050767,0.008948874,-0.000285755,-0.000674612,0.002708192,0.014257162,0.00995824,0.016717527,0.00871963,0.008335114,0.003199578,,60.62,148.66,46.69,107.03,138.5,70.8,44.94,44.89,154.3,190.59,77.74,136.23,142.54,268.2
134,14-Dec-17,-0.004655029,-0.009611452,-0.007326007,-0.006025231,-0.004672556,-0.005541347,-0.00470009,-0.006279435,-0.011068652,-0.008493471,-0.011411333,-0.002675784,-0.001706849,-0.004086223,,59.9,146.95,46.17,106.43,137.55,69.97,44.44,44.43,152.24,188.64,76.63,135.35,141.54,266.51
135,13-Dec-17,0.004006009,0.002597048,0.011993022,-0.001785546,0.000146039,0.003851091,0.004270623,0.010881886,0.005965005,0.000424854,0.005009228,0.001936253,0.00163841,-0.000112452,,59.87,145.29,46.07,105.58,136.33,69.99,44.47,44.31,150.1,186.78,75.37,134.18,140.37,265.66
136,12-Dec-17,0.001839465,-0.003066022,-0.006714317,0.003678551,0.001096491,0.001285347,0.000674764,-0.007202341,-0.003105385,-0.002489802,-0.002367175,-7.45E-05,-0.00021366,0.001764861,,60.15,146.7,46.41,106.22,136.97,70.38,44.68,44.59,151.78,188.38,76.24,134.54,140.61,266.75
137,11-Dec-17,0.003355705,-0.000408636,0.00500653,0.002742836,0.002344666,0.00257732,0.002028398,0.006570005,-0.000396275,-0.001111229,-0.002754098,0.003137372,0.003860728,0.003013069,,59.91,146.32,45.86,106.41,136.95,70.11,44.49,44.11,150.88,188.3,75.86,134.28,140.38,266.78
138,8-Dec-17,0.004720162,0.002320978,0.011671438,0.006760617,0.005229432,0.00532604,0.005666364,0.011457379,0.000925497,0.003611259,-0.000655308,0.005105488,0.004163974,0.0054531,,59.8,146.77,46.17,106.02,136.8,70.02,44.46,44.43,151.35,188.77,76.04,134.29,140.41,266.31
139,7-Dec-17,0.006447234,0.00812057,0.002871025,0.001908033,0.003993197,0.002597777,0.002955217,0.001376778,0.006989748,0.007005722,0.005005269,0.004828367,0.004688402,0.003153016,,59.6,146.83,45.94,105.73,136.48,69.84,44.37,44.14,151.41,188.98,76.25,133.87,139.87,265.51
140,6-Dec-17,-0.003718729,-0.004453275,-0.013507625,-0.001048318,-0.000591235,-0.002016419,-0.004525911,-0.012463177,-0.004704167,-0.003994887,-0.004327869,0.002116882,0.001517012,0.000189977,,59.32,146.49,45.41,105.02,135.77,69.47,44.12,43.64,151.27,188.3,76.3,133.19,139.29,264.07
141,5-Dec-17,0.002541942,-0.00828917,-0.000653168,-0.005685587,-0.004268158,-0.002155792,-0.001355932,-0.00158371,-0.009970482,-0.00803128,-0.01051129,-0.001208185,-0.001226551,-0.003596578,,58.94,145.31,45.28,104.82,135.23,69.29,43.99,43.58,150.22,186.99,75.92,132.55,138.64,263.24
142,4-Dec-17,-0.01056338,-0.003048161,0.001963351,0.003518448,-0.001322849,-0.003580123,-0.004051317,0.003405221,-0.003725003,-0.00042252,0.000519346,-0.006675668,-0.006451613,-0.001210013,,59.16,145.96,45.9,104.93,135.31,69.43,44.19,44.13,150.93,187.74,76.25,132.27,138.43,263.19
143,1-Dec-17,-0.00450676,-0.001893043,-0.005639913,-0.00066521,-0.001980343,-0.003993724,-0.002917415,-0.009667266,-0.004100228,-0.002318474,-0.005937016,-0.003512968,-0.002859185,-0.002075393,,59.01,147.18,45.93,105.53,135.89,69.58,44.25,44.2,152.45,189.26,77.06,132.43,138.6,264.14
144,30-Nov-17,0.001002506,0.00482337,-0.010941858,0.007853654,0.007686622,0.000999429,0.002023836,-0.006477552,0.00182565,0.005936606,-0.000258065,0.009431115,0.00857905,0.008754901,,59.64,147.63,45.84,105.16,136.07,69.83,44.43,44.05,153.02,189.34,77.02,133.32,139.5,264.46
145,29-Nov-17,-0.002001001,0.002383384,-0.015836149,0.007332369,0,-0.003981797,-0.004254366,-0.013876652,0.003336386,0.004311951,0.006101519,-0.00837947,-0.009355806,-0.000608666,,59.91,147.91,46.1,105.23,136.34,70.11,44.56,44.48,153.65,189.78,77.48,133.79,139.9,265.01
146,28-Nov-17,0.003010537,0.012269939,0.007445224,0.014684288,0.009927596,0.005720824,0.004950495,0.005982717,0.015748555,0.013706762,0.017031951,0.006097102,0.004375583,0.010144872,,59.85,147.2,46.61,104.41,135.3,70.04,44.47,44.77,153.37,188.66,77.5,132.54,138.71,262.71
147,27-Nov-17,-0.004329725,-0.003776954,-0.014671977,0.000195829,-0.001043919,-0.005970998,-0.006261181,-0.010307018,-0.003047367,-0.001670079,-0.004861385,0.000376506,-0.000931633,-0.000499309,,59.97,146.85,47.36,103.65,135.3,70.32,44.66,45.4,152.86,187.85,77.03,133.66,140.02,262.87
148,24-Nov-17,0.008226998,0.001168787,-0.002091613,0.000882007,0.002316891,0.0081697,0.00630063,-0.003714223,0.000397641,0.000431174,0.000657376,0.003551727,0.004029357,0.002309824,,59.79,145.07,47.01,102.15,133.97,69.92,44.44,45.13,150.49,185.31,75.74,132.85,139.41,260.23
149,23-Nov-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60.05,145.62,47.71,102.13,134.11,70.34,44.72,45.6,150.95,185.62,76.11,132.8,139.54,260.36
150,22-Nov-17,0.000672043,-0.000343643,0.002516251,-0.001076848,-0.000746826,0.00273067,0.003386769,0.003288032,-0.001323714,-0.000592513,-0.002099187,-0.000679656,-0.000719011,-0.000884649,,59.56,145.45,47.81,102.04,133.8,69.77,44.44,45.77,150.89,185.54,76.06,132.33,138.98,259.76
151,21-Nov-17,0.009155646,0.008525681,0.013387165,0.003931204,0.006918334,0.007529684,0.007736064,0.012427874,0.010432689,0.006396704,0.01356383,0.009144947,0.009215587,0.00654278,,59.56,145.45,47.81,102.04,133.8,69.77,44.44,45.77,150.89,185.54,76.06,132.33,138.98,259.76
152,20-Nov-17,0.004941217,0.004805683,0.005126015,0.002265563,0.002563329,0.002176752,0.00182357,0.004234455,0.007275177,0.003590664,0.007637679,0.001985339,0.001089641,0.001706352,,59.52,145.5,47.69,102.15,133.9,69.58,44.29,45.62,151.09,185.65,76.22,132.42,139.08,259.99
153,17-Nov-17,-0.004916921,0.003354298,0.004936682,-0.002064288,-0.001881255,-0.003614806,-0.003860127,0.005602869,0.004601746,0.00272762,0.004306284,-0.003120956,-0.003113911,-0.002938675,,58.98,144.27,47.06,101.75,132.98,69.06,43.95,45.06,149.53,184.47,75.2,131.22,137.81,258.3
154,16-Nov-17,0.015495868,0.012380615,0.020815074,0.007227723,0.009112309,0.008016324,0.009628611,0.017791971,0.014694774,0.009805542,0.017109225,0.010383018,0.010242154,0.008501014,,58.69,143.58,46.82,101.52,132.64,68.91,43.87,44.87,148.45,183.81,74.63,130.96,137.66,257.86
155,15-Nov-17,-0.007349171,-0.004717645,-0.005231037,-0.004141195,-0.005137116,-0.004786771,-0.004791239,-0.008144796,-0.003966897,-0.004606021,-0.00544514,-0.006419074,-0.006252272,-0.005005238,,58.98,143.1,46.59,101.73,132.89,69.16,44.04,44.62,147.77,183.31,74.31,131.37,138.09,258.62
156,14-Nov-17,-0.005270316,-0.002528445,-0.006711409,-0.002360811,-0.001809818,-0.000724743,-0.000911785,-0.006741573,-0.002728327,-0.001204885,-0.000272183,-0.001144951,-0.002176279,-0.002322611,,58.08,141.35,45.64,101,131.69,68.61,43.62,43.84,145.63,181.53,73.06,130.02,136.69,256.44
157,13-Nov-17,-0.004400812,0.000140489,-0.002160294,0.00098464,0.000528142,-0.004185912,-0.003860127,-0.00201839,0.000272907,0.002250521,0.001772324,0.001452377,0.001307474,0.000929908,,58.51,142.02,45.88,101.42,132.37,68.94,43.83,44.2,146.21,182.37,73.46,130.86,137.55,257.73
158,10-Nov-17,-0.007392473,0.000702938,-0.004302,-0.001081932,0.000150921,-0.002734994,-0.002491506,-0.003798034,-0.000749932,-0.000164645,0.000818666,0.000611901,0.000290634,-0.000309873,,58.82,142.38,46.19,101.66,132.61,68.99,43.87,44.5,146.61,182.59,73.48,131.01,137.85,258.33
159,9-Nov-17,-0.008330556,-0.005800545,-0.00619923,-0.0034307,-0.00405832,-0.005724918,-0.006749156,-0.003783663,-0.003532609,-0.005186722,-0.004617683,-0.00517425,-0.003980316,-0.003627803,,59.08,142.36,46.29,101.56,132.54,69.28,44.04,44.59,146.57,182.18,73.35,130.82,137.67,258.09
160,8-Nov-17,0.00620285,0.002100987,0.004725086,9.80E-05,0.001656128,0.0033027,0.004292815,0.003573822,0.001360544,0.002682433,0.004502046,0.003589156,0.00363161,0.001701009,,59.52,142.26,46.49,101.67,132.52,69.47,44.15,44.76,146.68,182.21,73.29,130.74,137.63,258.17
161,7-Nov-17,0.007941872,-0.007644729,-0.006402049,-0.001077164,-0.001728414,-0.003719599,-0.003377618,-0.006215316,-0.011963974,-0.006310178,-0.010796221,-0.000152707,0.001090671,-0.000695383,,60.02,143.09,46.78,102.02,133.06,69.87,44.45,44.93,147.2,183.16,73.63,131.42,138.18,259.11
162,6-Nov-17,-0.000168947,0.002787651,0.011221407,-0.00088054,0.001882247,0.001432665,0.001804647,0.009636934,0.001143934,0.003712804,0.002163917,0.001912485,0.002551392,0.001547688,,59.65,142.79,46.56,102.01,132.84,69.64,44.26,44.77,147,182.67,73.3,130.95,137.68,258.67
163,3-Nov-17,0.002370872,0.001885212,-0.005152426,0.0002936,0.002642108,-0.001573452,-0.00090151,-0.005793226,-0.00067245,0.002957122,-0.006449879,0.005770562,0.006899589,0.003338639,,59.18,143.89,46.86,102.12,133.07,69.9,44.41,45.05,148.78,183.83,74.1,130.97,137.53,258.85
164,2-Nov-17,0.001186843,0.001888772,0.001289768,0.002256008,0.000226518,0.003012912,0.00203252,0.003129191,0.002967559,0.000438284,0.001210817,0.000692947,-0.002489384,0.000388365,,59.19,143.49,46.34,102.21,132.82,69.8,44.33,44.62,148.61,183.15,73.94,130.72,137.18,258.45
165,1-Nov-17,0.005626598,-0.004040967,0.005185825,0.002951303,0.000831255,0.001005314,0.002263468,0.00246471,-0.006632721,-0.00235024,-0.007079882,-0.000615574,-7.32E-05,0.001322185,,59.05,143.22,46.58,102.18,132.47,69.91,44.37,44.88,148.71,182.61,74.42,129.97,136.24,257.59
