,Dates,MSFT,F,BGS,ADRD,V,MGI,NFLX,JACK,GE,SBUX,C,HD,SPY,mu,0.001143164,-0.000344378,0.000245835,4.75E-06,0.000906712,0.0001196,0.002553423,1.90E-05,-0.00060576,0.000118217,0.000427717,0.000700072,0.000333031
49,4/23/2018,0.003684211,0.020332717,-0.004385965,-0.002136752,0.002093398,-0.010321101,-0.027702352,0.001012715,-0.001375516,0.002758621,-0.007428571,0.003672109,-0.00555,,,,,,,,,,,,,,
50,4/20/2018,-0.011549266,-0.012773723,-0.02771855,0,0.001936108,-0.003428571,-0.014818154,0.005658029,0.039313796,-0.020601148,-0.003984064,-0.000395302,0.00074,,,,,,,,,,,,,,
51,4/19/2018,-0.003421817,-0.032656664,-0.034979424,-0.008659402,-0.004177378,0.002290951,-0.005440631,-0.00730173,0.024158126,-0.004705882,0.018846042,-0.015401724,0.010698,,,,,,,,,,,,,,
52,4/18/2018,0.003851358,-0.004393673,-0.076045627,0.005726459,0.00549273,0.002296211,-0.004582515,-0.005474249,-0.009427121,-0.005515628,-0.01089762,0.028243096,0.008222,,,,,,,,,,,,,,
53,4/17/2018,0.020176277,0,0.029354207,0.000426257,0.0157532,0.027122642,0.091883813,0.005843353,0.034508627,0.006730607,-0.004709576,0.00275182,-0.00293,,,,,,,,,,,,,,
54,4/16/2018,0.011710357,0.008865248,0.013888889,0.003421728,0.009358178,0.015568862,-0.012417776,0.015751627,-0.011860638,0.003207292,-0.013237572,0.00943287,0.008227,,,,,,,,,,,,,,
55,4/13/2018,-0.005343022,-0.00265252,0.005988024,0,-0.002643099,0.017052375,0.007760711,-0.000912305,0.023520486,-0.003197039,-0.01552752,-0.003230272,-0.00524,,,,,,,,,,,,,,
56,4/12/2018,0.018724145,-0.010498688,-0.001992032,0.001284797,0.010769745,0.004895961,0.01837521,0.009090909,0.01619121,0.000168294,0.032050365,0.002892514,0.0159,,,,,,,,,,,,,,
57,4/11/2018,-0.010981912,-0.001746725,0.039337474,-0.007649809,-0.007786614,-0.002442002,0.018787533,0.007653061,-0.006130268,0.000168322,-0.008793079,-0.003631333,0.004928,,,,,,,,,,,,,,
58,4/10/2018,0.023245566,0.017777778,-0.002066116,0.015099223,0.016247159,-0.008474576,0.028075742,-0.007137923,0.017147311,0.0120954,0.015408986,0.00568083,-0.02229,,,,,,,,,,,,,,
59,4/9/2018,0.005984706,0.006261181,-0.018255578,0.003897791,0.009260833,0,0.003738965,0.003697712,-0.017611026,0.006170723,0.012244898,-0.011120665,0.007892,,,,,,,,,,,,,,
60,4/6/2018,-0.023273436,-0.014977974,0.024948025,-0.001120441,-0.028797756,-0.042873696,-0.017416743,-0.006771491,-0.027550261,-0.013527224,-0.02307035,-0.026126277,0.010699,,,,,,,,,,,,,,
61,4/5/2018,0.000541536,0.001765225,0.008385744,0.012522996,0.011518237,0.024940618,0.017408459,0.012433186,0.011295181,0.00526942,0.013129419,0.009524346,0.012817,,,,,,,,,,,,,,
62,4/4/2018,0.029205217,0.016143498,0.01059322,0.000442596,0.00511745,0.012019231,0.018577925,0.009738355,0.011424219,0.014310345,0.012120327,0.021178637,-0.02158,,,,,,,,,,,,,,
63,4/3/2018,0.01344329,0.026703499,0.023861171,0.013866304,0.006841794,0.019607843,0.012058939,0.012954599,0.000762195,0.031294452,0.011372028,0.004973973,0.012778,,,,,,,,,,,,,,
64,4/2/2018,-0.030130382,-0.019855596,-0.02742616,-0.014113009,-0.010282561,-0.053364269,-0.05099035,-0.013945857,-0.026706231,-0.028502332,0.003111111,-0.029959605,-0.00295,,,,,,,,,,,,,,
65,3/30/2018,0,0,0,0,0,0,0,0,0,0,0,0,-0.01701,,,,,,,,,,,,,,
66,3/29/2018,0.021031435,0.020257827,-0.024691358,0.002194908,0.022480554,0.015312132,0.033523463,0.002467105,-0.014619883,-0.000172712,-0.0111339,0.019913024,0.027359,,,,,,,,,,,,,,
