,Dates,MSFT,F,BGS,ADRD,V,MGI,NFLX,JACK,GE,SBUX,C,HD,SPY,mu,0.001143164,-0.000344378,0.000245835,4.75E-06,0.000906712,0.0001196,0.002553423,1.90E-05,-0.00060576,0.000118217,0.000427717,0.000700072,0.000333031
67,3/28/2018,-0.000894154,0.002770083,-0.037623762,0.007518797,-0.003492334,-0.017361111,-0.049619209,0.012730518,0.017857143,0.007657501,-0.000292912,0.00045798,-0.02131,,,,,,,,,,,,,,
68,3/27/2018,-0.045958627,0,0.02020202,-0.001395661,-0.026856764,-0.014823261,-0.061370376,-0.010244936,0.042668735,-0.005882353,-0.021496131,-0.009638281,-0.025,,,,,,,,,,,,,,
69,3/26/2018,0.075705437,0.025568182,-0.023668639,0.011151354,0.031111111,0.017401392,0.064497907,0.013002505,-0.013771997,0.026460664,0.027687776,0.026658906,-0.00192,,,,,,,,,,,,,,
70,3/23/2018,-0.029067825,-0.017674419,-0.015533981,-0.003475745,-0.024918743,-0.027088036,-0.018780567,-0.003921103,-0.020973783,-0.025272633,-0.034276774,-0.019909864,0.001701,,,,,,,,,,,,,,
71,3/22/2018,-0.02908737,-0.031531532,-0.005791506,-0.015768725,-0.026213277,-0.007838746,-0.030902427,-0.008365736,-0.038184438,-0.011971951,-0.041052919,-0.015335356,-0.01353,,,,,,,,,,,,,,
72,3/21/2018,-0.006979491,0.010009099,-0.003846154,-0.001749016,-0.013529741,0.007900677,-0.003212598,0.007837549,0.017595308,-0.003239004,0.005485464,-0.000785811,-0.00291,,,,,,,,,,,,,,
73,3/20/2018,0.002583701,-0.00181653,-0.035250464,0.000875274,0.013797581,-0.052406417,0.012823785,0.001188919,-0.030561478,0.006174957,0.003026135,0.005985319,-0.00109,,,,,,,,,,,,,,
74,3/19/2018,-0.01807611,-0.012556054,-0.028828829,-0.01724657,-0.010599855,-0.017857143,-0.015606846,-0.008721273,-0.016771488,-0.011864407,-0.010480468,-0.010393384,-0.00513,,,,,,,,,,,,,,
75,3/16/2018,0.004459546,0.007226739,0.007259528,0.002747194,0.00907544,-0.050847458,-0.008221994,0.00999881,-0.003481894,-0.006232104,0.001772566,0.004998034,-0.00646,,,,,,,,,,,,,,
76,3/15/2018,0.003516249,0.004537205,-0.010771993,-0.000116429,0.006771088,-0.02526725,-0.001430571,-0.02017728,0.006306938,0.00917899,-0.00176943,0.003720196,-0.00126,,,,,,,,,,,,,,
77,3/14/2018,-0.005931575,0.022263451,0.039179104,0.002160761,-0.005032468,-0.001939864,0.017949854,-0.032498307,-0.011088011,-0.003725656,-0.019223068,-0.005270535,0.017402,,,,,,,,,,,,,,
78,3/13/2018,-0.024387723,-0.002775208,0.015151515,-0.012554301,-0.008370895,-0.005785921,-0.01686897,-0.007614782,-0.044370861,-0.005892256,-0.014601421,-0.007567748,0.004839,,,,,,,,,,,,,,
79,3/12/2018,0.002382432,0.007455732,0.015384615,0.002318221,-0.002168501,-0.006704981,-0.030593773,-0.001453651,0.010709505,0.016079371,-0.001182499,-0.013449715,-0.00037,,,,,,,,,,,,,,
80,3/9/2018,0.022344594,0.011310085,-0.003831418,0.004951687,0.018736704,-0.01971831,0.04555205,0.008798646,0.02892562,0.017226379,0.026986911,0.023715859,0.002535,,,,,,,,,,,,,,
81,3/8/2018,0.006072874,-0.001881468,-0.059459459,0,0.00303652,0,-0.012953045,-0.006722689,0.00068918,0.007715238,0.002570346,-0.003583828,0.011558,,,,,,,,,,,,,,
82,3/7/2018,0.005786541,0,-0.090163934,0.002361051,0.00652569,-0.009302326,-0.012483857,-0.002793296,-0.008879781,0,-0.001890359,-0.01684651,0.005155,,,,,,,,,,,,,,
83,3/6/2018,-0.003417343,0.004725898,0.025210084,-0.000430663,-0.006727929,0.011288805,0.032444444,-0.013665418,0.015256588,0.000701878,-0.004837409,-0.000550237,-0.01454,,,,,,,,,,,,,,
84,3/5/2018,0.006340677,0.017307692,0.008474576,0.011324042,0.009191024,-0.007469655,0.046337818,-0.012192467,0.021246459,0.001053926,0.010043431,0.018379469,-0.01013,,,,,,,,,,,,,,
85,3/2/2018,0.002154012,0.01068999,0.070780399,0.003351789,0.00307309,0.011331445,0.036709253,0.00900703,0.007132668,0.013530354,0.000271518,-0.006568693,-0.01249,,,,,,,,,,,,,,
86,3/1/2018,-0.00981124,-0.030160226,-0.005415162,-0.014500431,-0.020660485,-0.01304753,-0.003397625,0.010657194,-0.006378455,-0.016287215,-0.024241621,-0.014429144,0.011612,,,,,,,,,,,,,,
87,2/28/2018,-0.004564756,0,-0.112179487,-0.009385666,-0.00348545,-0.020985401,0.002649599,-0.001883657,-0.026896552,0.009368923,-0.011652265,-0.014650232,0.015939,,,,,,,,,,,,,,
88,2/27/2018,-0.01278558,-0.025711662,-0.025,-0.018836333,-0.009792118,-0.032656664,-0.012068262,0.002109705,-0.010238908,-0.010495015,-0.016355441,-0.018465457,0.001296,,,,,,,,,,,,,,
89,2/26/2018,0.014458856,0.017757009,0.024,0.010532549,0.01350362,0.005323869,0.028783269,0.009188705,0.011042098,0.01834699,0.007394914,0.000584019,-0.00497,,,,,,,,,,,,,,
90,2/23/2018,0.025400632,0.006585136,0.008064516,0.006428267,0.021182921,-0.003536693,0.028007478,-0.004573341,-0.008891929,0.013357401,0.010620165,0.015528118,-0.00626,,,,,,,,,,,,,,
91,2/22/2018,0.002623238,0.002830189,0,0.008587377,-0.000415179,-0.003524229,-0.010318816,0.029513091,0.008971705,-0.012477718,-0.009480519,0.013165082,0.000293,,,,,,,,,,,,,,
92,2/21/2018,-0.013265746,-0.002822201,-0.026687598,-0.004700855,-0.012949758,-0.001759015,0.008939149,-0.012474484,-0.016960651,0.002322673,0.007062516,-0.019549033,0.01276,,,,,,,,,,,,,,
93,2/20/2018,0.007826087,0.001885014,-0.0304414,-0.012658228,0.00131309,-0.018981881,0.000107712,-0.037336245,-0.020598007,-0.009029745,-0.00468628,-0.001390597,0.013496,,,,,,,,,,,,,,
94,2/19/2018,0,0,0,0,0,0,0,0,0,0,0,0,0.002487,,,,,,,,,,,,,,
95,2/16/2018,-0.007122815,-0.01394052,0.004587156,-0.002105263,-0.003516519,-0.012776831,-0.006243979,0.069968462,0.013468013,-0.001767409,-0.003373119,0.009175797,0.014685,,,,,,,,,,,,,,
96,2/15/2018,0.020372206,0.001862197,0.006153846,0.012793177,0.012000331,0.037102473,0.053646617,0.024288107,-0.003355705,0.010537596,0.004823361,0.003140397,0.015022,,,,,,,,,,,,,,
97,2/14/2018,0.010909496,0.014164306,0.017214397,0.01701825,0.020954795,0.014336918,0.029929918,0.019890177,0.015678255,0.005748159,0.020351157,0.005279774,-0.03751,,,,,,,,,,,,,,
98,2/13/2018,0.007853697,-0.010280374,-0.02293578,-0.005709357,-0.001012915,-0.024475524,0.00124055,-0.013482605,-0.010121457,0.005236547,0.005617978,-0.001847224,-0.00542,,,,,,,,,,,,,,
99,2/12/2018,0.010773418,0.016144349,0.006153846,0.007384883,0.018483494,0.045703839,0.033992063,0.014285714,-0.008032129,0.014657384,0.01465798,-0.000325874,0.019702,,,,,,,,,,,,,,
100,2/9/2018,0.037289731,0.009587728,0.022012579,0.013650374,0.02160548,-0.009954751,-0.002518992,0.014995662,0.033910035,0.015064162,0.025184361,0.016002649,-0.04182,,,,,,,,,,,,,,
101,2/8/2018,-0.051333557,-0.030669145,0.001574803,-0.025321888,-0.048391141,-0.028998243,-0.054656789,-0.03202975,-0.052459016,-0.012669849,-0.041605547,-0.052642585,-0.02177,,,,,,,,,,,,,,
102,2/7/2018,-0.018832804,0,0.014376997,-0.017706577,-0.002667334,-0.01300954,-0.004365498,-0.013724562,-0.001309758,-0.020679734,0.00227212,0.001308626,-0.00114,,,,,,,,,,,,,,
103,2/6/2018,0.037840909,0.05078125,0.003205128,0.020654045,0.031822482,0.023070098,0.045071974,-0.002713864,0.024144869,0.016822088,0.021154634,0.043307302,0.000497,,,,,,,,,,,,,,
104,2/5/2018,-0.041185443,-0.04388422,-0.020408163,-0.040121596,-0.038375651,-0.032618026,-0.049246532,-0.028987168,-0.046675192,-0.01936525,-0.048688652,-0.055988039,-0.01026,,,,,,,,,,,,,,
105,2/2/2018,-0.026310206,-0.019230769,-0.024502297,-0.020637823,-0.038259625,-0.039571311,0.008903309,-0.044763051,-0.02372035,-0.004107143,-0.027525253,-0.029664832,-0.00663,,,,,,,,,,,,,,
106,2/1/2018,-0.007893906,-0.004557885,-0.010606061,0.000874494,0.011993882,0.004139073,-0.019348872,0.004176283,-0.009276438,-0.014258053,0.009174312,-0.004977601,0.011578,,,,,,,,,,,,,,
107,1/31/2018,0.024477033,-0.008137432,-0.006024096,-0.001213101,0.005503845,-0.006578947,-0.030487805,-0.010440457,0.013793103,-0.006644518,-0.001780717,-0.004509192,0.000424,,,,,,,,,,,,,,
108,1/30/2018,-0.012563884,-0.005395683,-0.005988024,-0.011179707,-0.010333227,-0.001642036,-0.020345058,-0.021704437,-0.02027027,0.00298141,-0.016758379,-0.015176654,-0.00039,,,,,,,,,,,,,,
109,1/29/2018,-0.001488412,-0.045493562,0.00149925,-0.007563432,-0.011716276,-0.060909792,0.036380189,-0.009693394,0.009299442,-0.016727022,-0.001498501,-0.011147035,0.002122,,,,,,,,,,,,,,
110,1/26/2018,0.018737139,0.006914434,0.009077156,0.008411365,0.008784539,-0.000770416,0.018168335,0.003913687,-0.003090235,-0.042279108,0.008056395,0.009056824,0.008131,,,,,,,,,,,,,,
111,1/25/2018,0.005554345,-0.039834025,-0.001510574,-0.005571031,0.005379366,0,0.032146958,-0.004842105,-0.015815085,-0.004602992,-0.000125865,-0.004121812,0.00455,,,,,,,,,,,,,,
112,1/24/2018,-0.000870511,0.007525084,0.001512859,0.004396483,-0.000802246,-0.015921152,0.043988973,-0.001366551,-0.026642984,-0.013940671,0.01145767,0.006442167,-0.00168,,,,,,,,,,,,,,
113,1/23/2018,0.003165593,-0.004991681,-0.001510574,0.00039984,0.002573796,0.015396459,0.099789085,0.01212895,0.044526902,0.004559518,-0.000508971,0.00215201,0.009532,,,,,,,,,,,,,,
